sex,league,position,age,salary,height,weight,topspeed,careergoals
male,first,defender,25.5,230.0,179.4,75.1,33.84,25.0
male,first,defender,21.5,269.0,183.6,79.9,29.72,35.0
male,first,defender,24.4,186.0,188.0,81.9,33.44,27.0
male,first,defender,23.1,67.0,180.8,72.7,28.86,24.0
male,first,defender,26.8,202.0,188.5,77.9,33.21,30.0
male,first,defender,24.5,76.0,180.8,77.4,31.34,19.0
male,first,defender,22.9,182.0,181.8,78.4,28.04,20.0
male,first,defender,30.4,196.0,186.9,83.5,29.71,30.0
male,first,defender,23.9,228.0,182.9,84.2,32.72,26.0
male,first,defender,31.7,239.0,177.7,79.6,30.53,24.0
male,first,defender,31.5,290.0,188.8,82.1,31.54,34.0
male,first,defender,32.5,212.0,181.6,75.1,31.69,25.0
male,first,defender,31.4,202.0,183.3,80.3,29.34,21.0
male,first,defender,33.0,239.0,186.8,82.1,30.59,35.0
male,first,defender,32.8,303.0,185.7,78.0,30.07,33.0
male,first,defender,28.5,216.0,184.1,80.9,28.9,24.0
male,first,defender,22.0,87.0,177.6,70.1,28.86,17.0
male,first,defender,22.9,136.0,183.0,79.3,31.75,16.0
male,first,defender,25.5,218.0,176.9,67.8,31.88,24.0
male,first,defender,28.4,197.0,185.2,77.6,32.87,29.0
male,first,defender,24.7,106.0,185.3,79.1,33.17,24.0
male,first,defender,19.1,181.0,184.3,76.6,33.1,22.0
male,first,defender,24.3,149.0,186.8,78.9,30.51,27.0
male,first,defender,28.9,200.0,186.4,79.8,32.51,28.0
male,first,defender,22.0,62.0,185.6,73.6,31.19,24.0
male,first,defender,34.5,276.0,187.9,75.0,32.77,37.0
male,first,defender,24.7,225.0,178.0,72.7,32.29,20.0
male,first,defender,23.1,110.0,183.7,77.1,29.1,24.0
male,first,defender,23.9,123.0,183.0,81.8,29.79,25.0
male,first,defender,24.8,215.0,185.3,79.1,30.99,24.0
male,first,defender,26.2,162.0,183.8,68.1,31.36,25.0
male,first,defender,26.6,103.0,182.3,87.1,30.33,22.0
male,first,defender,26.9,227.0,183.9,73.6,30.16,33.0
male,first,defender,29.1,245.0,185.2,73.2,33.24,33.0
male,first,defender,24.4,122.0,182.9,80.7,31.28,16.0
male,first,defender,34.0,166.0,183.7,77.7,31.33,23.0
male,first,defender,25.9,222.0,181.7,76.2,29.62,28.0
male,first,defender,23.7,226.0,181.7,86.9,30.72,27.0
female,first,defender,35.8,36.0,170.2,59.4,20.62,28.0
female,first,defender,27.7,25.0,169.8,65.0,19.97,25.0
female,first,defender,21.5,21.0,170.7,65.9,23.67,29.0
female,first,defender,27.5,27.0,163.2,54.7,22.78,22.0
female,first,defender,22.4,18.0,170.7,63.0,21.56,15.0
female,first,defender,25.1,24.0,166.5,60.3,21.73,10.0
female,first,defender,23.7,27.0,171.8,69.0,23.54,22.0
female,first,defender,24.8,21.0,170.4,57.4,20.66,31.0
female,first,defender,23.6,23.0,173.9,65.0,19.1,27.0
female,first,defender,26.0,22.0,179.8,73.0,21.03,33.0
female,first,defender,21.3,21.0,168.4,60.7,22.36,28.0
female,first,defender,32.6,36.0,170.4,65.1,20.75,25.0
female,first,defender,26.1,33.0,169.9,58.0,20.56,25.0
female,first,defender,20.4,24.0,173.0,62.7,19.12,18.0
female,first,defender,27.5,29.0,168.8,64.9,22.12,18.0
female,first,defender,19.7,21.0,174.4,66.1,21.99,20.0
female,first,defender,18.1,17.0,167.4,53.3,23.05,21.0
female,first,defender,26.1,23.0,174.1,65.8,21.29,27.0
female,first,defender,22.9,15.0,167.3,58.1,22.24,24.0
female,first,defender,26.4,28.0,166.5,53.6,22.93,21.0
female,first,defender,23.9,27.0,171.1,60.7,19.76,17.0
female,first,defender,17.7,17.0,174.3,68.1,18.26,21.0
female,first,defender,19.5,23.0,172.6,65.5,23.22,22.0
female,first,defender,29.1,24.0,166.3,56.4,20.62,25.0
female,first,defender,21.8,24.0,166.7,63.1,22.01,24.0
female,first,defender,30.2,31.0,169.9,60.7,21.36,27.0
female,first,defender,19.2,27.0,173.9,61.4,22.11,21.0
female,first,defender,30.9,22.0,169.7,59.7,22.62,32.0
female,first,defender,20.1,20.0,169.2,59.3,22.66,28.0
female,first,defender,17.0,17.0,170.9,56.6,22.79,26.0
female,first,defender,28.0,28.0,170.5,62.0,21.7,23.0
female,first,defender,30.4,24.0,172.4,60.2,19.97,32.0
female,first,defender,30.5,29.0,176.1,69.3,21.41,32.0
female,first,defender,27.4,24.0,174.0,64.5,21.87,22.0
female,first,defender,19.7,18.0,166.2,60.6,23.65,21.0
female,first,defender,26.8,28.0,176.8,68.8,22.26,29.0
female,first,defender,26.4,19.0,173.4,62.2,22.88,32.0
female,first,defender,32.0,29.0,167.5,57.4,20.79,26.0
female,first,defender,17.6,20.0,169.5,68.4,20.71,18.0
female,first,defender,30.6,23.0,181.0,67.8,21.79,35.0
female,first,defender,28.1,17.0,172.5,60.6,21.69,26.0
female,first,defender,31.1,27.0,171.2,66.7,21.98,25.0
female,first,defender,28.7,33.0,171.7,60.8,22.34,23.0
female,first,defender,30.2,35.0,177.3,66.6,23.1,27.0
female,first,defender,19.9,18.0,178.1,69.5,22.64,29.0
female,first,defender,26.8,26.0,167.3,59.2,20.55,23.0
female,first,defender,20.8,24.0,167.0,66.0,21.91,15.0
female,first,defender,27.2,21.0,169.3,65.1,19.61,28.0
female,first,defender,20.8,23.0,167.1,52.9,24.86,24.0
female,first,defender,28.8,33.0,170.8,59.9,22.78,27.0
female,first,defender,23.0,23.0,169.2,63.0,21.33,24.0
female,first,defender,23.7,23.0,171.6,59.0,21.55,20.0
female,first,defender,19.8,12.0,177.9,63.0,25.8,38.0
female,first,defender,30.4,21.0,172.5,62.8,21.93,23.0
female,first,defender,26.8,24.0,166.1,55.3,20.62,24.0
female,first,defender,22.4,18.0,174.1,58.0,21.13,25.0
female,first,defender,25.3,27.0,173.9,57.9,24.33,31.0
female,first,defender,30.3,34.0,179.1,74.3,25.38,29.0
female,first,defender,27.7,28.0,177.1,65.2,23.63,32.0
female,first,defender,27.2,28.0,166.3,59.0,23.37,21.0
female,first,defender,26.1,33.0,166.1,60.3,23.67,17.0
female,first,defender,21.9,20.0,166.7,56.0,24.26,24.0
female,first,defender,31.7,32.0,175.4,60.1,26.28,34.0
female,first,defender,24.2,24.0,173.2,64.4,21.28,24.0
female,first,defender,27.1,31.0,169.9,59.7,20.24,23.0
female,first,defender,27.4,28.0,169.8,54.4,22.13,23.0
female,first,defender,23.1,21.0,170.4,58.7,26.29,25.0
female,first,defender,24.1,19.0,168.2,64.5,20.87,24.0
female,first,defender,26.2,27.0,172.4,64.8,18.87,24.0
female,first,defender,30.3,29.0,165.4,58.6,19.95,18.0
female,first,defender,26.7,28.0,171.8,69.9,20.28,23.0
female,first,defender,25.3,25.0,176.2,61.9,27.22,27.0
female,first,defender,28.3,24.0,172.1,60.5,22.02,35.0
female,first,defender,23.4,22.0,169.5,55.8,22.25,25.0
female,first,defender,34.0,27.0,174.3,63.9,21.55,31.0
female,first,defender,20.7,19.0,171.9,64.0,23.98,19.0
female,first,defender,35.8,34.0,171.3,66.3,20.94,26.0
female,first,defender,30.2,32.0,172.0,67.3,21.93,20.0
female,first,defender,28.5,31.0,171.6,62.0,22.32,25.0
female,first,defender,20.7,22.0,171.4,60.5,24.36,34.0
female,first,defender,19.7,28.0,171.2,65.0,20.05,20.0
female,first,defender,33.9,32.0,170.9,66.1,21.23,28.0
female,first,defender,23.0,19.0,173.9,63.5,25.85,29.0
female,first,defender,28.9,24.0,168.6,66.9,19.52,19.0
female,first,defender,25.1,28.0,164.2,64.5,20.75,12.0
female,first,defender,23.3,20.0,171.8,61.6,21.1,20.0
female,first,defender,22.8,17.0,175.5,63.1,22.81,30.0
female,first,defender,23.3,24.0,171.6,60.2,22.44,23.0
female,first,defender,24.1,16.0,172.7,61.9,22.16,30.0
female,first,defender,22.0,21.0,175.6,63.6,21.9,23.0
female,first,defender,28.5,27.0,169.7,58.9,17.81,22.0
female,first,defender,30.3,26.0,176.0,64.5,21.85,31.0
female,first,defender,24.6,22.0,168.9,64.5,22.77,23.0
female,first,defender,30.0,19.0,170.4,61.0,23.32,19.0
female,first,defender,23.2,14.0,168.5,61.6,19.75,23.0
female,first,defender,31.8,31.0,176.2,66.6,20.05,36.0
female,first,defender,28.3,23.0,169.6,63.8,23.69,25.0
female,first,defender,31.9,29.0,178.1,63.2,23.82,33.0
female,first,defender,26.0,28.0,165.0,59.9,22.86,26.0
female,first,defender,21.7,21.0,170.2,60.7,20.16,22.0
female,first,defender,33.3,27.0,172.4,59.7,20.09,35.0
female,first,defender,17.8,24.0,164.8,63.1,21.98,23.0
female,first,defender,24.6,28.0,172.8,61.4,24.09,29.0
female,first,defender,25.0,24.0,169.0,63.2,23.31,19.0
female,first,defender,21.0,33.0,172.2,64.4,20.99,19.0
female,first,defender,23.7,17.0,170.7,62.1,19.66,27.0
female,first,defender,28.9,24.0,169.3,52.2,23.23,28.0
female,first,defender,24.8,27.0,166.4,59.6,20.75,20.0
female,first,defender,29.6,20.0,165.6,50.4,20.54,27.0
female,first,defender,36.0,30.0,174.1,58.3,21.67,35.0
female,first,defender,21.2,25.0,169.4,62.9,21.62,16.0
female,first,defender,22.6,18.0,168.7,63.4,20.22,21.0
female,first,defender,30.0,31.0,175.4,64.6,24.37,31.0
female,first,defender,26.3,23.0,169.3,56.5,24.98,30.0
female,first,defender,27.6,29.0,172.9,54.9,22.17,29.0
female,first,defender,31.4,30.0,170.4,67.9,18.18,24.0
female,first,defender,28.9,27.0,167.9,58.4,20.65,23.0
female,first,defender,32.0,21.0,168.0,63.0,21.49,30.0
female,first,defender,26.2,26.0,171.1,65.8,22.78,26.0
female,first,defender,21.4,17.0,168.6,62.9,22.09,21.0
female,first,defender,28.4,31.0,165.6,59.8,22.3,19.0
female,first,defender,28.4,26.0,172.5,62.9,23.22,30.0
female,first,defender,25.5,30.0,170.0,64.6,20.99,22.0
female,first,defender,28.4,27.0,168.2,60.4,19.41,25.0
female,first,defender,27.5,22.0,163.0,50.2,22.34,22.0
female,first,defender,32.3,31.0,167.0,57.8,23.08,24.0
female,first,defender,28.7,23.0,166.5,55.7,20.31,19.0
female,first,defender,28.3,33.0,173.1,60.4,23.85,27.0
female,first,defender,29.4,32.0,172.6,63.2,22.43,27.0
female,first,defender,24.8,21.0,169.7,61.4,20.62,24.0
female,first,defender,26.6,24.0,169.6,59.5,21.23,27.0
female,first,defender,25.3,28.0,173.5,66.4,21.38,28.0
female,first,defender,29.0,25.0,161.5,57.0,22.93,20.0
female,first,defender,27.7,26.0,167.3,56.7,21.85,26.0
female,first,defender,24.0,16.0,177.6,63.5,23.53,26.0
female,first,defender,27.0,22.0,170.2,54.9,23.93,27.0
female,first,defender,28.0,26.0,167.7,58.2,20.88,27.0
male,second,defender,24.4,40.0,182.7,86.2,27.02,11.0
male,second,defender,29.1,54.0,184.4,74.2,24.52,22.0
male,second,defender,29.7,83.0,171.8,71.9,28.56,19.0
male,second,defender,29.9,76.0,175.9,66.2,26.16,21.0
male,second,defender,27.1,39.0,177.5,83.4,28.93,15.0
male,second,defender,26.7,66.0,173.7,66.5,28.5,18.0
male,second,defender,29.6,49.0,185.6,85.2,28.17,29.0
male,second,defender,26.8,46.0,180.8,61.3,28.05,16.0
male,second,defender,25.8,57.0,178.9,74.9,29.3,14.0
male,second,defender,20.4,47.0,169.0,66.7,32.63,11.0
male,second,defender,27.2,71.0,182.7,78.5,32.37,23.0
male,second,defender,25.8,80.0,178.6,75.1,30.73,24.0
male,second,defender,27.2,40.0,182.1,78.7,30.4,25.0
male,second,defender,31.8,70.0,177.5,72.3,28.58,24.0
male,second,defender,25.4,64.0,175.1,77.1,29.95,16.0
male,second,defender,28.0,53.0,172.8,74.4,29.43,12.0
male,second,defender,29.3,54.0,186.5,84.5,27.77,20.0
male,second,defender,31.7,60.0,187.4,90.1,25.59,24.0
male,second,defender,30.4,95.0,175.4,70.8,28.71,25.0
male,second,defender,25.9,43.0,178.8,78.7,31.07,18.0
male,second,defender,26.8,62.0,186.8,79.1,27.62,23.0
male,second,defender,29.0,59.0,180.4,77.5,28.86,22.0
male,second,defender,32.0,79.0,181.1,84.6,29.79,19.0
male,second,defender,25.4,76.0,180.0,67.4,27.17,27.0
male,second,defender,28.5,56.0,187.4,81.5,26.67,31.0
male,second,defender,26.5,72.0,185.5,73.8,27.83,30.0
male,second,defender,23.5,46.0,173.7,74.7,28.62,9.0
male,second,defender,27.3,48.0,176.8,70.1,27.31,22.0
male,second,defender,27.5,74.0,181.6,84.0,32.88,27.0
male,second,defender,22.2,52.0,177.9,78.4,29.78,13.0
male,second,defender,35.1,75.0,172.1,78.8,27.55,20.0
male,second,defender,25.5,46.0,178.2,72.3,28.45,18.0
male,second,defender,27.1,56.0,180.9,71.6,28.6,26.0
male,second,defender,30.8,91.0,186.4,78.5,27.54,29.0
male,second,defender,26.5,81.0,178.1,82.1,31.36,26.0
male,second,defender,23.2,42.0,179.3,79.3,29.23,14.0
male,second,defender,24.8,66.0,169.7,69.5,30.53,15.0
male,second,defender,23.3,55.0,180.9,80.2,29.3,19.0
male,second,defender,28.5,48.0,187.1,82.7,26.53,24.0
male,second,defender,24.6,53.0,180.3,77.2,28.52,20.0
male,second,defender,23.0,48.0,173.4,75.3,31.42,13.0
male,second,defender,23.9,53.0,174.1,74.0,29.1,16.0
male,second,defender,17.3,46.0,181.1,74.7,29.31,15.0
male,second,defender,26.3,70.0,175.3,65.1,25.92,20.0
male,second,defender,23.4,58.0,176.1,68.1,28.92,22.0
male,second,defender,26.6,55.0,176.1,72.7,29.26,21.0
male,second,defender,30.1,56.0,176.7,72.2,28.31,19.0
male,second,defender,29.4,90.0,178.2,69.2,30.42,30.0
male,second,defender,29.7,71.0,175.2,72.4,26.8,21.0
male,second,defender,23.7,66.0,182.7,83.2,30.63,23.0
male,second,defender,25.2,90.0,179.5,72.0,30.12,26.0
male,second,defender,28.1,57.0,182.7,77.6,27.39,21.0
male,second,defender,23.5,35.0,174.9,68.1,28.89,10.0
male,second,defender,24.3,74.0,176.8,73.5,31.09,16.0
male,second,defender,21.2,43.0,176.2,72.7,26.69,12.0
male,second,defender,25.4,57.0,178.1,74.3,28.47,28.0
male,second,defender,24.1,58.0,181.1,79.5,32.17,13.0
male,second,defender,27.7,73.0,178.0,77.3,28.54,24.0
male,second,defender,29.7,43.0,184.3,82.1,26.89,14.0
male,second,defender,32.7,58.0,175.2,78.1,29.49,15.0
male,second,defender,24.2,72.0,186.0,80.5,30.95,23.0
male,second,defender,32.0,62.0,176.1,65.3,29.22,22.0
male,second,defender,27.3,65.0,190.5,83.0,27.12,26.0
male,second,defender,25.9,69.0,173.8,67.5,28.54,25.0
male,second,defender,28.0,76.0,178.4,71.6,28.33,22.0
male,second,defender,31.0,80.0,183.5,77.8,27.54,28.0
male,second,defender,37.3,91.0,177.9,80.6,27.91,26.0
male,second,defender,22.8,45.0,182.8,71.1,28.75,18.0
male,second,defender,24.1,52.0,176.8,76.2,33.74,13.0
male,second,defender,27.8,79.0,176.2,77.6,31.75,21.0
male,second,defender,20.2,40.0,179.1,72.7,29.95,14.0
male,second,defender,33.8,72.0,170.6,70.1,28.61,21.0
male,second,defender,27.7,80.0,183.9,80.9,27.91,25.0
male,second,defender,21.3,38.0,179.7,67.0,28.69,23.0
male,second,defender,23.7,55.0,184.9,79.0,29.62,22.0
male,second,defender,25.8,72.0,180.0,74.3,28.1,23.0
male,second,defender,26.9,67.0,174.2,66.8,29.95,23.0
male,second,defender,28.2,76.0,182.1,72.6,28.92,29.0
male,second,defender,23.9,60.0,181.1,70.2,29.08,23.0
male,second,defender,26.7,59.0,169.3,70.0,30.05,14.0
male,second,defender,27.7,57.0,178.1,72.6,28.14,25.0
male,second,defender,26.9,90.0,181.6,75.4,29.11,26.0
male,second,defender,26.0,57.0,174.8,72.7,29.98,21.0
male,second,defender,29.9,58.0,183.5,79.1,27.55,22.0
male,second,defender,25.3,66.0,174.5,74.8,30.53,16.0
male,second,defender,21.6,39.0,183.2,82.5,29.44,15.0
male,second,defender,35.2,102.0,176.3,70.8,29.88,28.0
male,second,defender,28.1,57.0,177.7,78.6,28.04,20.0
male,second,defender,20.1,54.0,182.3,74.8,28.48,23.0
male,second,defender,17.9,39.0,175.7,73.9,31.06,13.0
male,second,defender,22.9,56.0,179.3,72.9,27.26,18.0
male,second,defender,25.5,63.0,173.6,65.5,30.43,18.0
male,second,defender,21.6,72.0,179.1,74.9,28.67,24.0
male,second,defender,35.1,82.0,182.8,78.5,27.55,28.0
male,second,defender,24.6,46.0,181.2,70.8,29.28,16.0
male,second,defender,27.5,68.0,176.0,72.8,26.3,18.0
male,second,defender,30.0,65.0,171.4,68.4,29.98,24.0
male,second,defender,24.0,53.0,179.4,77.1,29.58,18.0
male,second,defender,27.1,59.0,177.5,77.4,29.01,20.0
male,second,defender,28.0,57.0,176.1,75.9,29.48,22.0
male,second,defender,18.5,51.0,170.2,66.7,30.65,13.0
male,second,defender,31.9,99.0,179.7,79.3,28.96,28.0
male,second,defender,26.6,49.0,172.1,72.9,30.27,17.0
male,second,defender,21.1,49.0,185.9,80.2,29.78,21.0
male,second,defender,35.7,71.0,182.3,82.0,29.79,21.0
male,second,defender,20.7,56.0,171.9,69.4,28.83,18.0
male,second,defender,30.3,75.0,179.9,72.4,27.79,26.0
male,second,defender,34.8,73.0,177.8,72.7,29.94,29.0
male,second,defender,26.0,62.0,172.7,66.9,28.7,21.0
male,second,defender,31.8,70.0,177.4,76.8,27.97,21.0
male,second,defender,27.2,44.0,173.4,71.2,28.3,22.0
male,second,defender,27.5,68.0,174.9,73.2,30.05,23.0
male,second,defender,20.5,21.0,181.3,70.6,26.4,14.0
male,second,defender,26.5,57.0,178.3,77.8,31.53,12.0
male,second,defender,26.0,49.0,181.3,74.9,27.4,22.0
male,second,defender,25.6,66.0,179.9,66.3,28.74,28.0
male,second,defender,29.3,68.0,174.8,70.1,28.23,16.0
male,second,defender,27.9,71.0,169.4,77.2,29.39,3.0
male,second,defender,21.9,46.0,176.5,73.3,31.01,17.0
male,second,defender,24.2,57.0,176.7,69.8,28.79,20.0
male,second,defender,20.8,47.0,182.8,69.9,27.43,20.0
male,second,defender,23.8,85.0,185.8,73.0,30.62,33.0
male,second,defender,22.7,51.0,177.5,73.6,28.46,13.0
male,second,defender,26.9,50.0,181.2,74.2,30.42,20.0
male,second,defender,31.8,89.0,178.1,70.4,28.53,24.0
male,second,defender,32.1,85.0,185.7,88.6,31.95,29.0
male,second,defender,28.6,74.0,177.0,78.0,29.43,21.0
male,second,defender,32.2,64.0,175.6,75.4,29.87,13.0
male,second,defender,24.4,52.0,184.1,83.7,30.24,21.0
male,second,defender,26.6,63.0,183.6,77.0,30.21,22.0
male,second,defender,22.8,56.0,174.5,67.7,30.82,12.0
male,second,defender,25.0,65.0,175.6,70.0,28.32,15.0
male,second,defender,32.1,72.0,177.1,74.6,30.98,22.0
male,second,defender,25.1,68.0,179.6,69.7,30.09,25.0
male,second,defender,26.7,71.0,183.2,81.6,30.35,27.0
male,second,defender,23.3,57.0,182.7,83.5,28.75,24.0
male,second,defender,23.6,67.0,180.0,78.5,30.84,22.0
male,second,defender,28.8,69.0,182.6,75.0,30.86,23.0
male,second,defender,28.8,53.0,183.1,82.4,30.52,18.0
male,second,defender,24.5,63.0,185.5,76.5,30.4,24.0
female,second,defender,27.8,4.0,171.9,59.5,20.34,21.0
female,second,defender,24.1,2.0,164.6,60.7,20.53,9.0
female,second,defender,24.5,5.0,170.8,65.0,20.37,11.0
female,second,defender,24.7,4.0,168.8,58.8,21.09,16.0
female,second,defender,18.9,4.0,171.9,63.5,22.39,14.0
female,second,defender,26.6,4.0,171.1,61.4,20.25,19.0
female,second,defender,26.3,4.0,169.6,57.5,22.88,16.0
female,second,defender,29.5,3.0,167.9,59.8,18.78,16.0
female,second,defender,27.2,4.0,168.5,61.2,20.22,14.0
female,second,defender,36.4,5.0,168.5,64.6,20.8,18.0
female,second,defender,21.2,3.0,175.9,61.9,20.3,25.0
female,second,defender,28.1,5.0,174.7,64.8,20.75,14.0
female,second,defender,26.6,2.0,175.9,69.2,19.38,20.0
female,second,defender,22.0,4.0,173.7,65.2,19.24,14.0
female,second,defender,27.6,5.0,163.0,57.2,21.23,10.0
female,second,defender,29.0,5.0,173.5,66.0,21.39,16.0
female,second,defender,28.3,4.0,170.9,60.9,20.03,17.0
female,second,defender,28.9,5.0,164.5,58.9,22.86,17.0
female,second,defender,23.4,3.0,169.9,63.4,22.61,12.0
female,second,defender,32.0,6.0,167.3,59.4,20.45,17.0
female,second,defender,26.6,3.0,166.6,59.7,20.01,11.0
female,second,defender,29.3,3.0,175.7,66.4,21.01,21.0
female,second,defender,23.5,4.0,167.3,56.5,24.36,10.0
female,second,defender,21.3,4.0,170.3,62.5,21.38,11.0
female,second,defender,29.1,5.0,170.0,59.3,24.07,17.0
female,second,defender,25.9,5.0,173.9,69.2,22.75,14.0
female,second,defender,27.9,4.0,168.4,64.8,19.55,12.0
female,second,defender,29.4,5.0,166.4,58.9,21.09,13.0
female,second,defender,31.2,5.0,173.2,65.5,18.09,18.0
female,second,defender,22.8,4.0,175.7,70.6,22.9,12.0
female,second,defender,29.9,4.0,168.3,64.4,24.03,11.0
female,second,defender,20.3,3.0,167.4,68.5,23.09,7.0
female,second,defender,29.3,6.0,165.8,57.7,23.1,16.0
female,second,defender,29.8,7.0,170.8,61.5,21.32,14.0
female,second,defender,20.0,5.0,166.5,64.9,21.93,10.0
female,second,defender,24.3,3.0,174.8,66.4,21.29,16.0
female,second,defender,29.5,4.0,175.0,65.5,21.59,24.0
female,second,defender,26.1,5.0,168.2,56.6,22.16,15.0
female,second,defender,26.1,5.0,169.6,62.2,20.64,12.0
female,second,defender,21.8,5.0,173.4,63.6,24.55,15.0
female,second,defender,27.8,5.0,171.6,64.7,24.26,16.0
female,second,defender,29.9,3.0,171.0,58.9,16.34,22.0
female,second,defender,25.4,5.0,171.7,65.9,21.32,14.0
female,second,defender,27.8,4.0,167.4,56.7,21.16,17.0
female,second,defender,31.2,6.0,166.8,66.4,23.97,9.0
female,second,defender,26.6,5.0,168.6,58.4,21.97,12.0
female,second,defender,24.6,5.0,166.9,65.8,22.59,5.0
female,second,defender,37.4,4.0,178.8,70.7,18.57,22.0
female,second,defender,35.3,5.0,174.7,66.7,18.31,17.0
female,second,defender,22.0,4.0,171.9,63.0,22.02,18.0
female,second,defender,23.0,5.0,169.6,63.0,19.25,16.0
female,second,defender,26.3,3.0,170.2,58.2,19.53,14.0
female,second,defender,31.1,6.0,168.4,67.1,22.75,9.0
female,second,defender,21.6,5.0,172.7,71.0,23.19,17.0
female,second,defender,22.5,5.0,168.5,62.8,22.25,12.0
female,second,defender,30.3,4.0,173.0,55.5,18.51,24.0
female,second,defender,25.6,5.0,174.6,69.6,22.67,16.0
female,second,defender,30.2,5.0,170.0,67.8,22.03,9.0
female,second,defender,25.0,6.0,169.1,63.7,19.94,11.0
female,second,defender,26.4,5.0,172.2,66.9,20.37,13.0
female,second,defender,21.3,3.0,167.6,61.8,21.59,13.0
female,second,defender,30.1,4.0,168.5,59.6,22.23,19.0
female,second,defender,21.0,3.0,170.6,64.7,22.19,13.0
female,second,defender,26.5,4.0,168.3,60.1,20.45,6.0
female,second,defender,25.2,4.0,170.2,68.0,20.99,11.0
female,second,defender,28.3,4.0,171.1,59.5,22.43,20.0
female,second,defender,30.4,6.0,174.0,68.6,20.42,17.0
female,second,defender,25.1,5.0,168.2,62.6,21.39,12.0
female,second,defender,24.3,4.0,173.3,62.2,22.85,16.0
female,second,defender,20.0,4.0,169.6,60.9,22.28,14.0
female,second,defender,22.1,2.0,174.2,61.5,20.58,15.0
female,second,defender,24.7,4.0,177.0,72.2,21.51,14.0
female,second,defender,23.9,4.0,165.7,60.5,20.22,9.0
female,second,defender,27.5,5.0,170.4,65.6,21.99,11.0
female,second,defender,25.9,4.0,175.0,60.3,22.53,18.0
female,second,defender,32.8,5.0,167.7,56.9,21.68,21.0
female,second,defender,21.5,3.0,174.3,61.2,21.08,15.0
female,second,defender,24.9,4.0,173.0,65.9,21.19,10.0
female,second,defender,22.9,4.0,170.9,62.1,21.11,14.0
female,second,defender,26.3,5.0,163.7,61.7,25.01,9.0
female,second,defender,25.3,4.0,173.0,64.0,20.91,13.0
female,second,defender,19.8,4.0,170.4,64.5,22.82,15.0
female,second,defender,26.6,3.0,173.0,65.4,17.37,19.0
female,second,defender,27.4,4.0,175.4,58.6,19.71,23.0
female,second,defender,24.6,3.0,170.1,61.7,21.11,12.0
female,second,defender,18.0,4.0,169.8,64.5,22.77,12.0
female,second,defender,26.2,3.0,180.9,67.7,20.45,22.0
female,second,defender,25.2,3.0,170.0,63.1,21.08,12.0
female,second,defender,26.9,5.0,171.8,64.5,21.33,17.0
female,second,defender,30.3,6.0,178.4,69.1,18.76,23.0
female,second,defender,30.6,5.0,171.7,63.8,18.75,16.0
female,second,defender,22.3,4.0,173.8,62.1,23.45,16.0
female,second,defender,30.8,5.0,168.2,66.3,16.13,15.0
female,second,defender,31.4,5.0,171.2,64.1,21.8,11.0
female,second,defender,31.6,5.0,172.5,67.0,20.26,18.0
female,second,defender,34.2,5.0,167.9,57.0,21.2,22.0
female,second,defender,28.2,3.0,171.3,65.8,19.37,12.0
female,second,defender,32.5,6.0,167.2,61.4,22.93,18.0
female,second,defender,26.0,5.0,166.4,55.2,23.19,12.0
female,second,defender,25.7,4.0,166.1,65.4,21.62,10.0
female,second,defender,27.1,4.0,170.4,61.8,21.93,19.0
female,second,defender,25.0,6.0,175.2,70.2,20.61,13.0
female,second,defender,31.3,5.0,170.9,61.7,18.83,15.0
female,second,defender,26.9,5.0,172.6,70.0,23.18,12.0
female,second,defender,19.5,2.0,176.2,64.6,21.89,13.0
female,second,defender,20.2,3.0,169.8,64.5,18.15,14.0
female,second,defender,31.0,4.0,173.1,69.8,22.28,11.0
female,second,defender,31.4,2.0,174.6,67.1,17.7,20.0
female,second,defender,26.0,6.0,171.1,64.3,18.4,16.0
female,second,defender,21.0,4.0,164.1,53.6,21.58,13.0
female,second,defender,17.2,4.0,171.8,55.6,22.43,15.0
female,second,defender,27.6,4.0,176.0,70.4,21.05,19.0
female,second,defender,22.5,2.0,175.2,64.6,21.46,19.0
female,second,defender,27.4,3.0,167.6,62.9,21.29,14.0
female,second,defender,22.2,4.0,170.6,66.2,23.23,12.0
female,second,defender,26.5,3.0,170.3,61.6,22.09,11.0
female,second,defender,24.8,6.0,172.6,60.1,22.6,14.0
female,second,defender,28.2,4.0,176.1,61.8,20.16,20.0
female,second,defender,25.4,6.0,163.1,59.1,23.8,6.0
female,second,defender,26.6,3.0,166.3,59.3,22.51,15.0
female,second,defender,24.3,3.0,176.1,64.5,19.7,14.0
female,second,defender,18.0,3.0,169.1,61.1,21.56,14.0
female,second,defender,26.2,5.0,167.2,59.7,20.8,11.0
female,second,defender,24.8,3.0,172.6,67.1,20.98,11.0
female,second,defender,30.5,4.0,174.0,63.6,19.81,21.0
female,second,defender,23.4,3.0,173.8,67.8,20.68,16.0
female,second,defender,29.0,6.0,171.7,63.9,22.23,17.0
female,second,defender,30.9,5.0,171.6,64.0,20.01,19.0
female,second,defender,27.1,2.0,170.8,62.5,21.85,12.0
female,second,defender,22.9,5.0,169.2,65.4,22.8,11.0
female,second,defender,26.5,5.0,174.5,65.5,21.02,17.0
female,second,defender,27.1,3.0,172.5,68.1,19.9,11.0
female,second,defender,30.6,4.0,170.7,64.0,20.71,19.0
female,second,defender,22.1,3.0,167.8,61.4,22.88,14.0
female,second,defender,26.8,5.0,171.4,68.9,25.03,11.0
