MSZoning,LotArea,Street,LandContour,Utilities,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
RL,9337,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1997,1997,TA,Gd,PConc,648,0,176,824,GasA,Ex,Y,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,2,684,Y,0,162,0,0,0,0,0,5,2007,Normal,204750
RL,9765,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,8,1993,1993,Ex,Gd,PConc,310,0,370,680,GasA,Gd,Y,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,2,420,Y,232,63,0,0,0,0,480,4,2009,Normal,185000
RL,10264,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,1999,1999,Gd,TA,PConc,1162,0,426,1588,GasA,Ex,Y,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,2,472,Y,158,29,0,0,0,0,0,8,2006,Normal,214000
RL,10921,Pave,HLS,AllPub,Gtl,1Fam,1Story,4,5,1965,1965,TA,TA,CBlock,520,0,440,960,GasA,TA,Y,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,1,432,P,120,0,0,0,0,0,0,5,2007,Normal,94750
RL,10625,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1920,1950,TA,TA,BrkTil,108,0,350,458,GasA,Fa,N,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,1,366,Y,0,0,77,0,0,0,400,5,2010,Abnorml,83000
RL,9320,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,5,1959,1959,TA,TA,CBlock,569,0,381,950,GasA,Fa,Y,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,0,0,Y,352,0,0,0,0,0,400,1,2010,Normal,128950
RL,10603,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,7,1977,2001,TA,TA,PConc,1200,0,410,1610,GasA,Gd,Y,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,2,480,Y,168,68,0,0,0,0,0,2,2010,Normal,205000
RL,9206,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1985,1985,Gd,TA,CBlock,0,0,741,741,GasA,TA,Y,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,2,476,Y,192,46,0,0,0,0,0,6,2010,Normal,178000
RL,7018,Pave,Bnk,AllPub,Gtl,Duplex,1Story,5,5,1979,1979,TA,Fa,Slab,0,0,0,0,GasA,TA,Y,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,2,410,Y,0,0,0,0,0,0,0,6,2009,Alloca,118964
RL,10402,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2009,2009,TA,TA,PConc,0,0,1226,1226,GasA,Ex,Y,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,3,740,Y,0,36,0,0,0,0,0,5,2010,Normal,198900
RM,7758,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,4,1931,1950,TA,Fa,PConc,224,0,816,1040,GasA,Ex,Y,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,1,240,Y,0,0,0,0,184,0,0,6,2007,Normal,169500
FV,9375,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,2003,2004,Gd,TA,PConc,0,0,1053,1053,GasA,Ex,Y,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,2,648,Y,140,45,0,0,0,0,0,8,2008,Normal,250000
RM,10800,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,7,1885,1995,TA,TA,BrkTil,0,0,641,641,GasA,Gd,Y,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,1,273,N,0,0,0,0,0,0,450,8,2007,Normal,100000
RM,6000,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1948,1950,TA,TA,CBlock,104,169,516,789,GasA,Ex,Y,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,1,250,Y,0,0,0,0,0,0,0,4,2008,Partial,115000
RM,8500,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,7,1919,2005,TA,TA,CBlock,0,0,793,793,GasW,TA,N,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,0,0,N,0,0,144,0,0,0,0,8,2007,Normal,115000
RL,11751,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,6,1977,1977,TA,TA,CBlock,705,0,1139,1844,GasA,Ex,Y,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,2,546,Y,0,122,0,0,0,0,0,1,2010,Normal,190000
RL,9525,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,4,1954,1972,TA,TA,CBlock,444,0,550,994,GasA,Gd,Y,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,1,325,Y,182,0,0,0,0,0,0,10,2006,Normal,136900
RL,7750,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,7,5,2000,2000,TA,TA,PConc,250,0,134,384,GasA,Ex,Y,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,2,400,Y,180,0,0,0,0,0,0,4,2010,Normal,180000
RL,9965,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2007,2007,Gd,TA,PConc,984,0,280,1264,GasA,Ex,Y,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,3,792,Y,120,184,0,0,168,0,0,10,2007,Partial,383970
RL,21000,Pave,Bnk,AllPub,Gtl,1Fam,1Story,6,5,1953,1953,TA,Gd,CBlock,35,869,905,1809,GasA,TA,Y,2259,0,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,2,450,Y,166,120,192,0,0,0,0,10,2007,Abnorml,217000
RL,7259,Pave,Lvl,AllPub,Mod,1Fam,2Story,6,8,1945,2002,TA,TA,CBlock,774,150,104,1028,GasA,Ex,Y,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,1,180,Y,224,0,0,0,0,0,0,7,2007,Normal,259500
FV,3230,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,6,5,1999,1999,TA,TA,PConc,419,0,310,729,GasA,Gd,Y,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,2,440,Y,0,32,0,0,0,0,0,6,2007,Normal,176000
RL,11616,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1962,1962,TA,TA,CBlock,170,670,252,1092,GasA,TA,Y,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,1,288,Y,0,20,144,0,0,0,0,9,2009,Normal,139000
RL,8536,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,2006,2007,TA,TA,PConc,0,0,1125,1125,GasA,Gd,Y,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,2,430,Y,80,64,0,0,0,0,0,4,2007,Partial,155000
RL,12376,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1990,1990,TA,TA,PConc,1470,0,203,1673,GasA,Gd,Y,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,3,594,Y,367,0,0,0,0,0,0,5,2010,Normal,320000
RL,8461,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,2005,2006,Gd,TA,PConc,0,0,728,728,GasA,Ex,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,2,390,Y,0,24,0,0,0,0,0,7,2006,Partial,163990
RL,21453,Pave,Low,AllPub,Sev,1Fam,SLvl,6,5,1969,1969,TA,TA,CBlock,938,0,0,938,GasA,Ex,Y,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,2,540,Y,0,130,0,130,0,0,0,10,2006,Normal,180000
RM,6060,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,4,5,1939,1950,TA,TA,PConc,0,0,732,732,GasA,Gd,Y,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,1,264,P,0,0,140,0,0,0,0,6,2007,Normal,100000
RL,9464,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,7,1958,1958,TA,Gd,CBlock,570,0,510,1080,GasA,Gd,Y,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,1,288,Y,0,0,0,0,130,0,0,6,2008,Normal,136000
RL,7892,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,6,5,1993,1993,Gd,TA,PConc,300,0,899,1199,GasA,Ex,Y,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,2,530,Y,0,63,0,0,0,0,0,3,2008,Normal,153900
RL,17043,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1979,1998,TA,Gd,CBlock,0,0,1362,1362,GasA,TA,Y,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,2,435,Y,192,0,0,0,0,0,0,1,2009,Normal,181000
RM,6780,Pave,Lvl,AllPub,Gtl,2fmCon,1.5Fin,6,8,1935,1982,TA,Fa,CBlock,490,0,30,520,GasA,Gd,N,520,0,234,754,1,0,1,0,2,1,TA,5,Typ,0,0,0,N,53,0,0,0,0,0,0,6,2006,Normal,84500
RL,4928,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,6,5,1976,1976,TA,TA,CBlock,120,0,958,1078,GasA,TA,Y,958,0,0,958,0,0,2,0,2,1,TA,5,Typ,1,2,440,Y,0,205,0,0,0,0,0,2,2007,Normal,128000
RM,4388,Pave,Bnk,AllPub,Gtl,1Fam,1.5Unf,5,7,1930,1950,TA,Gd,BrkTil,116,0,556,672,GasA,Ex,Y,840,0,0,840,0,0,1,0,3,1,TA,5,Typ,1,0,0,N,0,0,0,0,0,0,0,6,2007,Normal,87000
RL,7590,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1966,1966,TA,TA,CBlock,512,0,148,660,GasA,TA,Y,660,688,0,1348,0,0,1,1,3,1,TA,6,Typ,1,2,453,Y,188,108,0,0,0,0,0,7,2006,Normal,155000
RL,8973,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1958,1991,TA,TA,CBlock,567,28,413,1008,GasA,TA,Y,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,2,750,Y,0,80,0,180,0,0,0,7,2006,Abnorml,150000
RL,14200,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,6,1966,1966,TA,TA,CBlock,445,0,479,924,GasA,Ex,Y,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,2,487,Y,105,66,0,0,0,0,0,5,2006,Normal,226000
RL,12224,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,2000,2000,Gd,TA,PConc,695,0,297,992,GasA,Ex,Y,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,2,390,Y,24,48,0,0,0,0,0,7,2009,Normal,244000
RL,7388,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1959,2002,TA,TA,CBlock,405,0,658,1063,GasA,Gd,Y,1327,0,0,1327,1,0,1,0,3,1,Gd,7,Typ,0,2,624,Y,0,0,0,0,0,0,0,7,2007,Normal,150750
RL,6853,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2001,2002,Gd,TA,PConc,1005,0,262,1267,GasA,Ex,Y,1296,0,0,1296,1,0,2,0,2,1,Gd,6,Typ,0,2,471,Y,192,25,0,0,0,0,0,6,2009,Normal,220000
RL,10335,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1968,1993,TA,TA,CBlock,570,0,891,1461,GasA,Gd,Y,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,2,440,Y,0,96,180,0,0,0,0,7,2006,Normal,180000
RL,10400,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,6,1970,1970,TA,TA,PConc,0,0,1304,1304,GasA,Gd,Y,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,2,530,Y,98,0,0,0,0,0,0,5,2008,Normal,174000
RL,10355,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1967,1967,TA,TA,CBlock,695,0,519,1214,GasA,TA,Y,1214,0,0,1214,0,0,2,0,3,1,TA,5,Typ,1,1,318,Y,0,111,0,0,0,0,0,7,2007,Normal,143000
RL,11070,Pave,Lvl,AllPub,Gtl,Duplex,1Story,7,5,1988,1989,TA,TA,CBlock,0,0,1907,1907,GasA,Gd,Y,1959,0,0,1959,0,0,3,0,5,2,TA,9,Typ,0,3,766,Y,0,0,0,0,0,0,0,7,2006,Family,171000
RL,9066,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,1999,2000,Gd,TA,PConc,668,0,336,1004,GasA,Ex,Y,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,3,660,Y,224,106,0,0,0,0,0,12,2008,Normal,230000
RL,15426,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1997,1997,TA,TA,PConc,821,0,107,928,GasA,Ex,Y,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,2,470,Y,276,99,0,0,0,0,0,8,2009,Normal,231500
RL,10500,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,5,1971,1971,TA,TA,CBlock,432,0,432,864,GasA,TA,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,0,0,Y,0,0,0,0,0,0,0,4,2010,Normal,115000
RL,11645,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,1300,0,434,1734,GasA,Ex,Y,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,2,660,Y,160,24,0,0,0,0,0,1,2006,Normal,260000
RL,8520,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,4,1952,1952,TA,Fa,CBlock,507,0,403,910,GasA,Fa,Y,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,2,720,Y,0,0,0,0,0,0,0,6,2010,Normal,166000
RL,10335,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,1999,1999,Gd,TA,PConc,679,0,811,1490,GasA,Ex,Y,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,2,577,Y,144,29,0,0,0,0,0,6,2009,Normal,204000
RM,9100,Pave,Lvl,AllPub,Gtl,Duplex,1Story,5,5,1963,1963,TA,TA,CBlock,1332,0,396,1728,GasA,TA,Y,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,2,504,Y,0,0,0,0,0,0,0,11,2006,Abnorml,125000
RM,2522,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,6,5,2004,2006,Gd,TA,PConc,0,0,970,970,GasA,Ex,Y,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,2,380,Y,0,40,0,0,0,0,0,4,2006,Normal,130000
RM,6120,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1931,1993,TA,TA,BrkTil,209,0,506,715,GasA,TA,Y,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,1,180,Y,48,0,0,0,0,0,0,11,2009,Normal,105000
RL,9505,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2001,2001,Gd,TA,PConc,0,0,884,884,GasA,Ex,Y,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,2,434,Y,144,48,0,0,0,0,0,5,2010,Normal,222500
RL,7500,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2004,2005,TA,TA,PConc,680,0,400,1080,GasA,Ex,Y,1080,0,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,0,0,Y,0,0,0,0,0,0,0,4,2008,Normal,141000
RM,6240,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,4,1936,1950,TA,TA,BrkTil,0,0,896,896,GasA,Gd,Y,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,1,240,Y,200,114,0,0,0,0,0,4,2006,Normal,115000
RL,10356,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1975,1975,TA,TA,CBlock,716,0,253,969,GasA,TA,Y,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,2,440,Y,0,0,0,0,0,0,0,1,2007,Normal,122000
RL,13891,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2007,2008,Gd,TA,PConc,1400,0,310,1710,GasA,Ex,Y,1710,0,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,3,866,Y,0,102,0,0,0,0,0,1,2008,Partial,372402
RL,14803,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1971,1971,TA,TA,CBlock,416,0,409,825,GasA,Gd,Y,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,2,495,Y,0,66,0,0,0,0,0,6,2006,Normal,190000
RL,13500,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,7,1960,1975,TA,TA,CBlock,429,1080,93,1602,GasA,Gd,Y,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,1,2,564,Y,409,0,0,0,0,0,0,3,2008,Normal,235000
RM,11340,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1923,1950,TA,TA,BrkTil,0,0,1200,1200,GasA,TA,Y,1200,0,0,1200,0,0,1,0,4,1,TA,7,Typ,0,1,312,Y,0,0,228,0,0,0,0,3,2006,Family,125000
RL,9600,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,5,1924,1950,TA,TA,BrkTil,0,0,572,572,Grav,Fa,N,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,0,0,0,N,0,8,128,0,0,0,0,4,2008,Normal,79000
RL,7200,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1950,1950,TA,TA,CBlock,0,0,0,0,GasA,TA,Y,1040,0,0,1040,0,0,1,0,2,1,TA,5,Typ,0,2,625,Y,0,0,0,0,0,0,0,6,2006,Normal,109500
RL,12003,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,2009,2010,Gd,TA,PConc,0,0,774,774,GasA,Ex,Y,774,1194,0,1968,0,0,2,1,4,1,Ex,8,Typ,1,3,680,Y,0,75,0,0,0,0,0,5,2010,Partial,269500
FV,12552,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2004,2005,Gd,TA,PConc,222,0,769,991,GasA,Ex,Y,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,2,678,Y,0,136,0,0,0,0,0,5,2010,Normal,254900
RL,19378,Pave,HLS,AllPub,Gtl,1Fam,2Story,7,5,2005,2006,Gd,TA,PConc,57,0,1335,1392,GasA,Ex,Y,1392,1070,0,2462,1,0,2,1,4,1,Gd,9,Typ,1,2,576,Y,239,132,0,168,0,0,0,3,2006,Partial,320000
RL,11120,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,6,1984,1984,TA,TA,PConc,660,0,572,1232,GasA,TA,Y,1232,0,0,1232,0,0,2,0,3,1,TA,6,Typ,0,2,516,Y,0,0,0,0,0,0,0,6,2008,Normal,162500
RL,13688,Pave,Lvl,AllPub,Gtl,1Fam,2Story,9,5,2003,2004,Gd,TA,PConc,1016,0,556,1572,GasA,Ex,Y,1572,1096,0,2668,1,0,2,1,3,1,Ex,10,Typ,2,3,726,Y,400,0,0,0,0,0,0,3,2008,Normal,412500
RL,12182,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,1201,0,340,1541,GasA,Ex,Y,1541,0,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,2,532,Y,0,70,0,0,0,0,0,5,2010,Partial,220000
RL,5500,Pave,Lvl,AllPub,Gtl,1Fam,1.5Unf,4,6,1956,1956,TA,TA,CBlock,0,0,882,882,GasA,Ex,Y,882,0,0,882,0,0,1,0,1,1,TA,4,Typ,0,0,0,Y,0,0,0,0,0,0,0,4,2007,Normal,103200
RM,5400,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,7,1926,2004,TA,Gd,BrkTil,370,0,779,1149,GasA,Gd,Y,1149,467,0,1616,0,0,2,0,3,1,Gd,5,Typ,0,1,216,Y,0,0,183,0,0,0,0,10,2007,Normal,152000
RL,10106,Pave,Lvl,AllPub,Gtl,2fmCon,1.5Fin,5,7,1940,1999,TA,Gd,BrkTil,351,181,112,644,GasA,Gd,Y,808,547,0,1355,1,0,2,0,4,2,TA,6,Typ,0,0,0,Y,140,0,0,0,0,0,0,9,2008,Normal,127500
RL,10708,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1955,1993,Gd,TA,CBlock,379,768,470,1617,GasA,Ex,Y,1867,0,0,1867,1,0,1,0,2,1,TA,7,Typ,3,1,303,Y,476,0,0,0,142,0,0,11,2009,Normal,190000
RL,10562,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,2007,2007,Gd,TA,PConc,1288,0,294,1582,GasA,Ex,Y,1610,551,0,2161,1,0,1,1,3,1,Ex,8,Typ,1,3,789,Y,178,120,0,0,0,0,0,11,2007,Partial,325624
RL,8244,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2004,2004,Gd,TA,PConc,0,0,840,840,GasA,Ex,Y,840,880,0,1720,0,0,2,1,3,1,Gd,7,Typ,1,2,440,Y,100,48,0,0,0,0,0,5,2007,Normal,183500
RL,16669,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,6,1981,1981,Gd,TA,CBlock,0,0,1686,1686,GasA,TA,Y,1707,0,0,1707,0,0,2,1,2,1,TA,6,Typ,1,2,511,Y,574,64,0,0,0,0,0,1,2006,Normal,228000
RM,12358,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,6,1941,1950,TA,TA,CBlock,360,0,360,720,GasA,TA,Y,854,0,528,1382,0,0,1,1,2,1,TA,7,Typ,0,2,660,Y,237,0,0,0,0,0,0,5,2007,Normal,128500
RL,31770,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1960,1960,TA,TA,CBlock,639,0,441,1080,GasA,Fa,Y,1656,0,0,1656,1,0,1,0,3,1,TA,7,Typ,2,2,528,P,210,62,0,0,0,0,0,5,2010,Normal,215000
RL,5306,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,7,7,1987,1987,Gd,Gd,PConc,495,215,354,1064,GasA,Gd,Y,1064,703,0,1767,1,0,2,0,2,1,Gd,5,Typ,1,2,504,Y,441,35,0,0,0,0,0,6,2006,Normal,239000
RL,10197,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1961,1961,TA,TA,CBlock,288,374,700,1362,GasA,TA,Y,1362,0,0,1362,1,0,1,1,3,1,TA,6,Typ,1,2,504,Y,0,20,0,0,0,0,0,6,2008,Normal,163000
RL,12416,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1986,1986,TA,TA,CBlock,1398,208,0,1606,GasA,TA,Y,1651,0,0,1651,1,0,2,0,3,1,TA,7,Min2,1,2,616,Y,192,0,0,0,0,0,0,11,2008,Normal,184000
RL,12615,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,7,1950,2001,TA,TA,CBlock,477,0,725,1202,GasA,TA,Y,2158,0,0,2158,1,0,2,0,4,1,Gd,7,Typ,1,2,576,Y,0,29,39,0,0,0,0,6,2007,Normal,243000
RL,10029,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1988,1989,Gd,TA,PConc,831,0,320,1151,GasA,TA,Y,1164,896,0,2060,0,1,2,1,4,1,TA,8,Typ,1,2,521,Y,0,228,0,0,192,0,0,9,2007,Normal,211000
RL,13650,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,5,1958,1958,Gd,Gd,CBlock,57,441,554,1052,GasA,Ex,Y,1252,668,0,1920,1,0,2,0,4,1,Gd,8,Typ,1,2,451,Y,0,0,0,0,0,0,0,7,2006,Normal,172500
RL,17423,Pave,Lvl,AllPub,Gtl,1Fam,1Story,9,5,2008,2009,Ex,TA,PConc,1904,0,312,2216,GasA,Ex,Y,2234,0,0,2234,1,0,2,0,1,1,Ex,9,Typ,1,3,1166,Y,0,60,0,0,0,0,0,7,2009,Partial,501837
RM,8520,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1923,2006,Gd,TA,CBlock,0,0,968,968,GasA,TA,Y,968,0,0,968,0,0,1,0,2,1,TA,5,Typ,0,2,480,N,0,0,184,0,0,0,0,7,2007,Normal,100000
FV,2117,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,6,5,2000,2000,Gd,TA,PConc,436,0,320,756,GasA,Ex,Y,769,756,0,1525,0,0,2,1,3,1,Gd,5,Typ,1,2,440,Y,0,0,0,0,0,0,0,6,2007,Normal,177000
RL,7588,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,6,1920,1950,TA,TA,BrkTil,352,0,441,793,GasA,Gd,Y,901,901,0,1802,0,0,1,1,4,1,TA,9,Typ,1,1,216,Y,0,0,40,0,0,0,0,7,2006,Normal,200100
RL,9060,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1957,2006,TA,TA,PConc,0,0,0,0,GasA,Ex,Y,1340,0,0,1340,0,0,1,0,3,1,TA,7,Typ,1,1,252,Y,116,0,0,180,0,0,0,6,2007,Normal,120000
RM,11426,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,5,2003,2003,TA,TA,PConc,0,0,1362,1362,GasA,Ex,Y,1362,720,0,2082,0,0,2,1,3,1,Gd,6,Mod,0,2,484,N,280,238,0,0,0,0,0,6,2008,Normal,200000
RL,7438,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,8,1908,1991,TA,TA,PConc,0,0,504,504,GasA,Gd,Y,936,316,0,1252,0,0,1,0,3,1,TA,5,Typ,0,2,576,Y,104,0,0,0,0,0,0,6,2006,Normal,127000
RM,22950,Pave,Lvl,AllPub,Gtl,1Fam,2.5Fin,10,9,1892,1993,Gd,Gd,BrkTil,0,0,1107,1107,GasA,Ex,Y,1518,1518,572,3608,0,0,2,1,4,1,Ex,12,Typ,2,3,840,Y,0,260,0,0,410,0,0,6,2006,Normal,475000
RL,9947,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,7,5,1990,1991,TA,TA,PConc,611,0,577,1188,GasA,Ex,Y,1217,0,0,1217,1,0,2,0,3,1,Gd,6,Typ,0,2,497,Y,168,27,0,0,0,0,0,6,2009,Normal,173000
RL,10410,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,7,1916,1987,TA,TA,CBlock,0,0,660,660,GasA,Ex,Y,808,704,144,1656,0,0,2,1,3,1,TA,8,Min2,0,1,180,N,0,0,0,140,0,0,0,8,2009,Normal,135000
RL,7018,Pave,Bnk,AllPub,Gtl,Duplex,SFoyer,5,5,1979,1979,TA,TA,CBlock,1086,0,0,1086,GasA,TA,Y,1224,0,0,1224,2,0,0,2,2,2,TA,6,Typ,2,2,528,Y,120,0,0,0,0,0,0,6,2009,Alloca,153337
RL,4923,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,8,5,2001,2002,Gd,TA,PConc,1153,0,440,1593,GasA,Ex,Y,1593,0,0,1593,1,0,1,1,0,1,Ex,5,Typ,1,2,682,Y,0,120,0,0,224,0,0,8,2008,Normal,286000
