LotArea,Street,LandContour,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
6060,Pave,Lvl,Gtl,1Fam,1.5Fin,4,5,1939,1950,TA,TA,PConc,GasA,Gd,Y,772,351,0,1123,1,0,3,1,4,0,P,0,0,140,0,0,0,0,6,2007,Normal,100000.0
9464,Pave,Lvl,Gtl,1Fam,1Story,6,7,1958,1958,TA,Gd,CBlock,GasA,Gd,Y,1080,0,0,1080,1,0,3,1,5,0,Y,0,0,0,0,130,0,0,6,2008,Normal,136000.0
7892,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,1993,1993,Gd,TA,PConc,GasA,Ex,Y,1199,0,0,1199,2,0,2,1,5,0,Y,0,63,0,0,0,0,0,3,2008,Normal,153900.0
17043,Pave,Lvl,Gtl,1Fam,1Story,6,5,1979,1998,TA,Gd,CBlock,GasA,TA,Y,1586,0,0,1586,2,0,3,1,7,1,Y,192,0,0,0,0,0,0,1,2009,Normal,181000.0
6780,Pave,Lvl,Gtl,2fmCon,1.5Fin,6,8,1935,1982,TA,Fa,CBlock,GasA,Gd,N,520,0,234,754,1,0,2,1,5,0,N,53,0,0,0,0,0,0,6,2006,Normal,84500.0
4928,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,1976,1976,TA,TA,CBlock,GasA,TA,Y,958,0,0,958,2,0,2,1,5,1,Y,0,205,0,0,0,0,0,2,2007,Normal,128000.0
4388,Pave,Bnk,Gtl,1Fam,1.5Unf,5,7,1930,1950,TA,Gd,BrkTil,GasA,Ex,Y,840,0,0,840,1,0,3,1,5,1,N,0,0,0,0,0,0,0,6,2007,Normal,87000.0
7590,Pave,Lvl,Gtl,1Fam,2Story,6,5,1966,1966,TA,TA,CBlock,GasA,TA,Y,660,688,0,1348,1,1,3,1,6,1,Y,188,108,0,0,0,0,0,7,2006,Normal,155000.0
8973,Pave,Lvl,Gtl,1Fam,1Story,5,7,1958,1991,TA,TA,CBlock,GasA,TA,Y,1053,0,0,1053,1,1,3,1,6,0,Y,0,80,0,180,0,0,0,7,2006,Abnorml,150000.0
14200,Pave,Lvl,Gtl,1Fam,2Story,7,6,1966,1966,TA,TA,CBlock,GasA,Ex,Y,1216,941,0,2157,2,1,4,1,8,2,Y,105,66,0,0,0,0,0,5,2006,Normal,226000.0
12224,Pave,Lvl,Gtl,1Fam,2Story,6,5,2000,2000,Gd,TA,PConc,GasA,Ex,Y,1022,1032,0,2054,2,1,3,1,7,1,Y,24,48,0,0,0,0,0,7,2009,Normal,244000.0
7388,Pave,Lvl,Gtl,1Fam,1Story,5,6,1959,2002,TA,TA,CBlock,GasA,Gd,Y,1327,0,0,1327,1,0,3,1,7,0,Y,0,0,0,0,0,0,0,7,2007,Normal,150750.0
6853,Pave,Lvl,Gtl,1Fam,1Story,8,5,2001,2002,Gd,TA,PConc,GasA,Ex,Y,1296,0,0,1296,2,0,2,1,6,0,Y,192,25,0,0,0,0,0,6,2009,Normal,220000.0
10335,Pave,Lvl,Gtl,1Fam,1Story,5,6,1968,1993,TA,TA,CBlock,GasA,Gd,Y,1721,0,0,1721,2,1,3,1,7,1,Y,0,96,180,0,0,0,0,7,2006,Normal,180000.0
10400,Pave,Lvl,Gtl,1Fam,1Story,7,6,1970,1970,TA,TA,PConc,GasA,Gd,Y,1682,0,0,1682,2,0,3,1,7,1,Y,98,0,0,0,0,0,0,5,2008,Normal,174000.0
10355,Pave,Lvl,Gtl,1Fam,1Story,5,5,1967,1967,TA,TA,CBlock,GasA,TA,Y,1214,0,0,1214,2,0,3,1,5,1,Y,0,111,0,0,0,0,0,7,2007,Normal,143000.0
11070,Pave,Lvl,Gtl,Duplex,1Story,7,5,1988,1989,TA,TA,CBlock,GasA,Gd,Y,1959,0,0,1959,3,0,5,2,9,0,Y,0,0,0,0,0,0,0,7,2006,Family,171000.0
9066,Pave,Lvl,Gtl,1Fam,2Story,8,5,1999,2000,Gd,TA,PConc,GasA,Ex,Y,1004,848,0,1852,2,1,3,1,7,2,Y,224,106,0,0,0,0,0,12,2008,Normal,230000.0
15426,Pave,Lvl,Gtl,1Fam,2Story,6,5,1997,1997,TA,TA,PConc,GasA,Ex,Y,928,836,0,1764,2,1,3,1,7,0,Y,276,99,0,0,0,0,0,8,2009,Normal,231500.0
10500,Pave,Lvl,Gtl,1Fam,1Story,4,5,1971,1971,TA,TA,CBlock,GasA,TA,Y,864,0,0,864,1,0,3,1,5,1,Y,0,0,0,0,0,0,0,4,2010,Normal,115000.0
11645,Pave,Lvl,Gtl,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,1734,0,0,1734,2,0,3,1,7,0,Y,160,24,0,0,0,0,0,1,2006,Normal,260000.0
8520,Pave,Lvl,Gtl,1Fam,1.5Fin,5,4,1952,1952,TA,Fa,CBlock,GasA,Fa,Y,910,475,0,1385,2,0,4,1,6,0,Y,0,0,0,0,0,0,0,6,2010,Normal,166000.0
10335,Pave,Lvl,Gtl,1Fam,1Story,7,5,1999,1999,Gd,TA,PConc,GasA,Ex,Y,1501,0,0,1501,2,0,3,1,6,0,Y,144,29,0,0,0,0,0,6,2009,Normal,204000.0
9100,Pave,Lvl,Gtl,Duplex,1Story,5,5,1963,1963,TA,TA,CBlock,GasA,TA,Y,1728,0,0,1728,2,0,6,2,10,0,Y,0,0,0,0,0,0,0,11,2006,Abnorml,125000.0
2522,Pave,Lvl,Gtl,Twnhs,2Story,6,5,2004,2006,Gd,TA,PConc,GasA,Ex,Y,970,739,0,1709,2,0,3,1,7,0,Y,0,40,0,0,0,0,0,4,2006,Normal,130000.0
6120,Pave,Lvl,Gtl,1Fam,1Story,5,7,1931,1993,TA,TA,BrkTil,GasA,TA,Y,875,0,0,875,1,0,2,1,5,0,Y,48,0,0,0,0,0,0,11,2009,Normal,105000.0
9505,Pave,Lvl,Gtl,1Fam,2Story,7,5,2001,2001,Gd,TA,PConc,GasA,Ex,Y,884,1151,0,2035,2,1,3,1,8,1,Y,144,48,0,0,0,0,0,5,2010,Normal,222500.0
7500,Pave,Lvl,Gtl,1Fam,1Story,7,5,2004,2005,TA,TA,PConc,GasA,Ex,Y,1080,0,0,1080,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,4,2008,Normal,141000.0
6240,Pave,Lvl,Gtl,1Fam,1.5Fin,5,4,1936,1950,TA,TA,BrkTil,GasA,Gd,Y,896,448,0,1344,1,0,3,1,7,0,Y,200,114,0,0,0,0,0,4,2006,Normal,115000.0
10356,Pave,Lvl,Gtl,1Fam,1Story,5,6,1975,1975,TA,TA,CBlock,GasA,TA,Y,969,0,0,969,1,1,3,1,5,0,Y,0,0,0,0,0,0,0,1,2007,Normal,122000.0
13891,Pave,Lvl,Gtl,1Fam,1Story,8,5,2007,2008,Gd,TA,PConc,GasA,Ex,Y,1710,0,0,1710,2,0,2,1,6,1,Y,0,102,0,0,0,0,0,1,2008,Partial,372402.0
14803,Pave,Lvl,Gtl,1Fam,2Story,6,5,1971,1971,TA,TA,CBlock,GasA,Gd,Y,1097,896,0,1993,2,1,4,1,8,1,Y,0,66,0,0,0,0,0,6,2006,Normal,190000.0
13500,Pave,Lvl,Gtl,1Fam,1Story,6,7,1960,1975,TA,TA,CBlock,GasA,Gd,Y,1252,0,0,1252,1,0,1,1,4,1,Y,409,0,0,0,0,0,0,3,2008,Normal,235000.0
11340,Pave,Lvl,Gtl,1Fam,1Story,6,5,1923,1950,TA,TA,BrkTil,GasA,TA,Y,1200,0,0,1200,1,0,4,1,7,0,Y,0,0,228,0,0,0,0,3,2006,Family,125000.0
9600,Pave,Lvl,Gtl,1Fam,1.5Fin,6,5,1924,1950,TA,TA,BrkTil,Grav,Fa,N,572,524,0,1096,1,0,2,1,5,0,N,0,8,128,0,0,0,0,4,2008,Normal,79000.0
7200,Pave,Lvl,Gtl,1Fam,1Story,5,7,1950,1950,TA,TA,CBlock,GasA,TA,Y,1040,0,0,1040,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,6,2006,Normal,109500.0
12003,Pave,Lvl,Gtl,1Fam,2Story,8,5,2009,2010,Gd,TA,PConc,GasA,Ex,Y,774,1194,0,1968,2,1,4,1,8,1,Y,0,75,0,0,0,0,0,5,2010,Partial,269500.0
12552,Pave,Lvl,Gtl,1Fam,2Story,7,5,2004,2005,Gd,TA,PConc,GasA,Ex,Y,991,956,0,1947,2,1,3,1,8,1,Y,0,136,0,0,0,0,0,5,2010,Normal,254900.0
19378,Pave,HLS,Gtl,1Fam,2Story,7,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1392,1070,0,2462,2,1,4,1,9,1,Y,239,132,0,168,0,0,0,3,2006,Partial,320000.0
11120,Pave,Lvl,Gtl,1Fam,1Story,6,6,1984,1984,TA,TA,PConc,GasA,TA,Y,1232,0,0,1232,2,0,3,1,6,0,Y,0,0,0,0,0,0,0,6,2008,Normal,162500.0
13688,Pave,Lvl,Gtl,1Fam,2Story,9,5,2003,2004,Gd,TA,PConc,GasA,Ex,Y,1572,1096,0,2668,2,1,3,1,10,2,Y,400,0,0,0,0,0,0,3,2008,Normal,412500.0
12182,Pave,Lvl,Gtl,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,1541,0,0,1541,2,0,3,1,7,1,Y,0,70,0,0,0,0,0,5,2010,Partial,220000.0
5500,Pave,Lvl,Gtl,1Fam,1.5Unf,4,6,1956,1956,TA,TA,CBlock,GasA,Ex,Y,882,0,0,882,1,0,1,1,4,0,Y,0,0,0,0,0,0,0,4,2007,Normal,103200.0
5400,Pave,Lvl,Gtl,1Fam,1Story,6,7,1926,2004,TA,Gd,BrkTil,GasA,Gd,Y,1149,467,0,1616,2,0,3,1,5,0,Y,0,0,183,0,0,0,0,10,2007,Normal,152000.0
10106,Pave,Lvl,Gtl,2fmCon,1.5Fin,5,7,1940,1999,TA,Gd,BrkTil,GasA,Gd,Y,808,547,0,1355,2,0,4,2,6,0,Y,140,0,0,0,0,0,0,9,2008,Normal,127500.0
10708,Pave,Lvl,Gtl,1Fam,1Story,5,5,1955,1993,Gd,TA,CBlock,GasA,Ex,Y,1867,0,0,1867,1,0,2,1,7,3,Y,476,0,0,0,142,0,0,11,2009,Normal,190000.0
10562,Pave,Lvl,Gtl,1Fam,2Story,8,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,1610,551,0,2161,1,1,3,1,8,1,Y,178,120,0,0,0,0,0,11,2007,Partial,325624.0
8244,Pave,Lvl,Gtl,1Fam,2Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,840,880,0,1720,2,1,3,1,7,1,Y,100,48,0,0,0,0,0,5,2007,Normal,183500.0
16669,Pave,Lvl,Gtl,1Fam,1Story,8,6,1981,1981,Gd,TA,CBlock,GasA,TA,Y,1707,0,0,1707,2,1,2,1,6,1,Y,574,64,0,0,0,0,0,1,2006,Normal,228000.0
12358,Pave,Lvl,Gtl,1Fam,1.5Fin,5,6,1941,1950,TA,TA,CBlock,GasA,TA,Y,854,0,528,1382,1,1,2,1,7,0,Y,237,0,0,0,0,0,0,5,2007,Normal,128500.0
31770,Pave,Lvl,Gtl,1Fam,1Story,6,5,1960,1960,TA,TA,CBlock,GasA,Fa,Y,1656,0,0,1656,1,0,3,1,7,2,P,210,62,0,0,0,0,0,5,2010,Normal,215000.0
5306,Pave,Lvl,Gtl,TwnhsE,2Story,7,7,1987,1987,Gd,Gd,PConc,GasA,Gd,Y,1064,703,0,1767,2,0,2,1,5,1,Y,441,35,0,0,0,0,0,6,2006,Normal,239000.0
10197,Pave,Lvl,Gtl,1Fam,1Story,6,5,1961,1961,TA,TA,CBlock,GasA,TA,Y,1362,0,0,1362,1,1,3,1,6,1,Y,0,20,0,0,0,0,0,6,2008,Normal,163000.0
12416,Pave,Lvl,Gtl,1Fam,1Story,6,5,1986,1986,TA,TA,CBlock,GasA,TA,Y,1651,0,0,1651,2,0,3,1,7,1,Y,192,0,0,0,0,0,0,11,2008,Normal,184000.0
12615,Pave,Lvl,Gtl,1Fam,1Story,6,7,1950,2001,TA,TA,CBlock,GasA,TA,Y,2158,0,0,2158,2,0,4,1,7,1,Y,0,29,39,0,0,0,0,6,2007,Normal,243000.0
10029,Pave,Lvl,Gtl,1Fam,2Story,6,5,1988,1989,Gd,TA,PConc,GasA,TA,Y,1164,896,0,2060,2,1,4,1,8,1,Y,0,228,0,0,192,0,0,9,2007,Normal,211000.0
13650,Pave,Lvl,Gtl,1Fam,1.5Fin,5,5,1958,1958,Gd,Gd,CBlock,GasA,Ex,Y,1252,668,0,1920,2,0,4,1,8,1,Y,0,0,0,0,0,0,0,7,2006,Normal,172500.0
17423,Pave,Lvl,Gtl,1Fam,1Story,9,5,2008,2009,Ex,TA,PConc,GasA,Ex,Y,2234,0,0,2234,2,0,1,1,9,1,Y,0,60,0,0,0,0,0,7,2009,Partial,501837.0
8520,Pave,Lvl,Gtl,1Fam,1Story,5,6,1923,2006,Gd,TA,CBlock,GasA,TA,Y,968,0,0,968,1,0,2,1,5,0,N,0,0,184,0,0,0,0,7,2007,Normal,100000.0
2117,Pave,Lvl,Gtl,Twnhs,2Story,6,5,2000,2000,Gd,TA,PConc,GasA,Ex,Y,769,756,0,1525,2,1,3,1,5,1,Y,0,0,0,0,0,0,0,6,2007,Normal,177000.0
7588,Pave,Lvl,Gtl,1Fam,2Story,7,6,1920,1950,TA,TA,BrkTil,GasA,Gd,Y,901,901,0,1802,1,1,4,1,9,1,Y,0,0,40,0,0,0,0,7,2006,Normal,200100.0
9060,Pave,Lvl,Gtl,1Fam,1Story,5,6,1957,2006,TA,TA,PConc,GasA,Ex,Y,1340,0,0,1340,1,0,3,1,7,1,Y,116,0,0,180,0,0,0,6,2007,Normal,120000.0
11426,Pave,Lvl,Gtl,1Fam,1.5Fin,7,5,2003,2003,TA,TA,PConc,GasA,Ex,Y,1362,720,0,2082,2,1,3,1,6,0,N,280,238,0,0,0,0,0,6,2008,Normal,200000.0
7438,Pave,Lvl,Gtl,1Fam,1.5Fin,5,8,1908,1991,TA,TA,PConc,GasA,Gd,Y,936,316,0,1252,1,0,3,1,5,0,Y,104,0,0,0,0,0,0,6,2006,Normal,127000.0
22950,Pave,Lvl,Gtl,1Fam,2.5Fin,10,9,1892,1993,Gd,Gd,BrkTil,GasA,Ex,Y,1518,1518,572,3608,2,1,4,1,12,2,Y,0,260,0,0,410,0,0,6,2006,Normal,475000.0
9947,Pave,Lvl,Gtl,1Fam,SLvl,7,5,1990,1991,TA,TA,PConc,GasA,Ex,Y,1217,0,0,1217,2,0,3,1,6,0,Y,168,27,0,0,0,0,0,6,2009,Normal,173000.0
10410,Pave,Lvl,Gtl,1Fam,1.5Fin,5,7,1916,1987,TA,TA,CBlock,GasA,Ex,Y,808,704,144,1656,2,1,3,1,8,0,N,0,0,0,140,0,0,0,8,2009,Normal,135000.0
7018,Pave,Bnk,Gtl,Duplex,SFoyer,5,5,1979,1979,TA,TA,CBlock,GasA,TA,Y,1224,0,0,1224,0,2,2,2,6,2,Y,120,0,0,0,0,0,0,6,2009,Alloca,153337.0
4923,Pave,Lvl,Gtl,TwnhsE,1Story,8,5,2001,2002,Gd,TA,PConc,GasA,Ex,Y,1593,0,0,1593,1,1,0,1,5,1,Y,0,120,0,0,224,0,0,8,2008,Normal,286000.0
10570,Pave,Bnk,Mod,1Fam,2Story,8,8,1932,1994,Gd,TA,CBlock,GasA,TA,Y,1549,1178,0,2727,2,1,3,1,10,2,Y,0,74,0,0,0,0,0,12,2007,Normal,315000.0
7472,Pave,Lvl,Gtl,1Fam,2Story,7,9,1972,2004,TA,TA,CBlock,GasA,Gd,Y,725,754,0,1479,1,1,4,1,7,0,Y,0,32,0,0,0,0,0,6,2007,Normal,184000.0
9017,Pave,Lvl,Gtl,1Fam,1Story,7,5,1999,1999,Gd,TA,PConc,GasA,Ex,Y,1431,0,0,1431,2,0,3,1,6,0,Y,0,35,0,0,0,0,0,9,2009,Normal,192000.0
2522,Pave,Lvl,Gtl,Twnhs,2Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,970,739,0,1709,2,0,3,1,7,0,Y,0,40,0,0,0,0,0,5,2006,Normal,130000.0
7180,Pave,Lvl,Gtl,1Fam,1Story,5,7,1972,1972,TA,TA,CBlock,GasA,TA,Y,864,0,0,864,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,5,2008,Normal,127000.0
2280,Pave,Lvl,Gtl,Twnhs,2Story,6,6,1976,1976,TA,TA,CBlock,GasA,TA,Y,855,601,0,1456,2,1,3,1,7,1,Y,87,0,0,0,0,0,0,7,2009,Normal,148500.0
9416,Pave,Lvl,Gtl,1Fam,1Story,7,5,2007,2007,Ex,TA,PConc,GasA,Ex,Y,1726,0,0,1726,2,0,3,1,8,1,Y,171,138,0,0,266,0,0,9,2007,Partial,311872.0
25419,Pave,Lvl,Gtl,1Fam,2Story,8,4,1918,1990,Gd,Gd,PConc,GasA,Gd,Y,1360,1360,392,3112,2,0,4,1,8,1,Y,0,16,552,0,0,512,0,3,2006,Abnorml,235000.0
5520,Pave,Lvl,Gtl,1Fam,2.5Fin,6,6,1912,1950,TA,TA,CBlock,GasA,Ex,Y,929,929,371,2229,1,0,5,1,8,0,Y,0,198,30,0,0,0,0,7,2009,Abnorml,104000.0
9591,Pave,Lvl,Gtl,1Fam,1Story,8,5,2004,2005,Gd,TA,PConc,GasA,Ex,Y,1713,0,0,1713,2,0,3,1,7,1,Y,0,26,0,0,170,0,0,1,2009,Normal,274900.0
8546,Pave,Lvl,Gtl,1Fam,1Story,4,5,2003,2004,TA,TA,PConc,GasA,Ex,Y,1121,0,0,1121,2,0,2,1,5,0,Y,132,64,0,0,0,0,0,3,2010,Normal,140000.0
10125,Pave,Lvl,Gtl,1Fam,1Story,6,6,1977,1977,TA,TA,CBlock,GasA,TA,Y,1279,0,0,1279,2,0,3,1,6,2,Y,238,83,0,0,0,0,0,2,2008,Normal,171500.0
7000,Pave,Lvl,Gtl,1Fam,1.5Fin,6,6,1924,1950,TA,Gd,BrkTil,GasA,Gd,Y,865,445,0,1310,2,0,2,1,6,0,Y,0,0,126,0,0,0,0,5,2006,Normal,112000.0
4438,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,848,0,0,848,1,0,1,1,3,1,Y,149,0,0,0,0,0,0,1,2008,Normal,149000.0
3500,Pave,Lvl,Gtl,1Fam,1.5Fin,5,7,1947,1950,TA,TA,CBlock,GasA,TA,Y,720,564,0,1284,1,1,2,1,5,0,Y,0,35,0,0,0,0,0,4,2009,Normal,110000.0
11851,Pave,Lvl,Gtl,1Fam,1Story,7,5,1990,1990,TA,TA,PConc,GasA,Ex,Y,1442,0,0,1442,2,0,3,1,5,0,Y,0,34,0,508,0,0,0,5,2009,Normal,180500.0
13673,Pave,Lvl,Gtl,1Fam,1Story,5,5,1962,1962,TA,Gd,CBlock,GasA,TA,Y,1696,0,0,1696,1,1,3,1,8,1,Y,0,30,0,0,0,0,0,3,2007,Normal,143900.0
12493,Pave,Lvl,Gtl,1Fam,1Story,4,5,1960,1960,TA,TA,PConc,GasA,TA,Y,1100,0,0,1100,1,0,3,1,6,1,Y,355,0,0,0,0,0,0,4,2008,Normal,141000.0
14364,Pave,Low,Mod,1Fam,2Story,7,5,1988,1989,Gd,TA,CBlock,GasA,Ex,Y,1180,882,0,2062,2,1,3,1,7,1,Y,60,55,0,0,154,0,0,4,2007,Normal,277000.0
8250,Pave,Lvl,Gtl,1Fam,1Story,6,7,1964,1964,TA,TA,CBlock,GasA,Ex,Y,1092,0,0,1092,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,7,2008,Normal,145000.0
5604,Pave,Lvl,Gtl,1Fam,1Story,5,6,1925,1950,TA,TA,CBlock,GasA,TA,N,864,0,0,864,1,0,2,1,5,0,Y,0,0,96,0,0,0,0,4,2008,Normal,98000.0
10420,Pave,Lvl,Gtl,1Fam,1Story,6,5,2009,2009,TA,TA,PConc,GasA,Ex,Y,1212,0,0,1212,2,0,3,1,6,0,Y,100,22,0,0,0,0,0,3,2010,Normal,186000.0
8640,Pave,Lvl,Gtl,1Fam,2Story,7,5,2009,2009,TA,TA,PConc,GasA,Ex,Y,932,920,0,1852,2,1,3,1,7,1,Y,168,108,0,0,0,0,0,7,2009,Partial,252678.0
13568,Pave,Lvl,Gtl,1Fam,1Story,5,5,1995,1995,TA,TA,PConc,GasA,Ex,Y,990,0,0,990,1,0,3,1,5,0,Y,224,0,0,0,0,0,0,7,2006,Normal,156000.0
10900,Pave,Lvl,Gtl,1Fam,2Story,6,7,1977,1977,TA,TA,CBlock,GasA,Ex,Y,689,703,0,1392,1,1,3,1,6,0,Y,0,36,0,0,0,0,450,3,2010,Normal,161750.0
10011,Pave,Lvl,Gtl,1Fam,1Story,5,6,1957,1996,TA,TA,CBlock,GasA,TA,Y,1236,0,0,1236,1,0,2,1,6,1,Y,0,0,0,0,0,0,0,5,2006,Normal,134450.0
8450,Pave,Lvl,Gtl,1Fam,1Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,1436,0,0,1436,2,0,3,1,8,0,Y,139,98,0,0,0,0,0,4,2008,Normal,210000.0
9906,Pave,Lvl,Gtl,1Fam,2Story,4,4,1925,1950,TA,TA,CBlock,GasA,Fa,N,810,518,0,1328,1,0,3,1,8,0,Y,0,172,60,0,0,0,0,9,2006,Family,107000.0
15660,Pave,Lvl,Gtl,1Fam,1.5Fin,7,9,1939,2006,Gd,Gd,CBlock,GasA,Ex,Y,1137,817,0,1954,1,1,3,1,8,2,Y,0,119,150,0,0,0,0,5,2008,Normal,311500.0
3010,Pave,Lvl,Gtl,TwnhsE,1Story,7,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1248,0,0,1248,2,0,2,1,5,0,Y,108,0,0,0,0,0,0,3,2006,Partial,167240.0
8990,Pave,Lvl,Gtl,1Fam,1Story,7,5,2006,2006,Gd,TA,PConc,GasA,Ex,Y,1498,0,0,1498,2,0,2,1,5,0,Y,351,33,0,0,0,0,0,4,2006,Partial,204900.0
8068,Pave,Lvl,Gtl,1Fam,2Story,6,5,2002,2002,Gd,TA,PConc,GasA,Ex,Y,1010,1257,0,2267,2,1,4,1,8,1,Y,120,46,0,0,0,0,0,12,2009,Normal,200000.0
11475,Pave,Lvl,Gtl,1Fam,2Story,6,6,1975,1975,TA,TA,CBlock,GasA,TA,Y,811,741,0,1552,2,1,3,1,6,1,Y,209,208,0,0,0,0,0,2,2006,Normal,179900.0
10500,Pave,Lvl,Gtl,1Fam,1Story,4,6,1971,1971,TA,TA,CBlock,GasA,Gd,Y,864,0,0,864,1,0,2,1,4,0,Y,216,0,0,0,0,0,0,3,2009,Abnorml,97000.0
13472,Pave,Lvl,Gtl,1Fam,1Story,10,5,2003,2003,Ex,TA,PConc,GasA,Ex,Y,2392,0,0,2392,2,0,3,1,8,1,Y,248,105,0,0,0,0,0,6,2009,Normal,386250.0
1680,Pave,Lvl,Gtl,Twnhs,2Story,5,5,1971,1971,TA,TA,CBlock,GasA,TA,Y,630,672,0,1302,2,1,3,1,6,0,Y,0,0,0,0,0,0,0,5,2009,Abnorml,112000.0
9950,Pave,Lvl,Gtl,1Fam,2Story,7,5,1995,1995,Gd,TA,PConc,GasA,Ex,Y,1214,1306,0,2520,2,1,4,1,9,1,Y,224,114,0,0,0,0,0,6,2007,Abnorml,290000.0
1869,Pave,Lvl,Gtl,Twnhs,2Story,6,6,1970,1970,TA,TA,CBlock,GasA,TA,Y,483,504,0,987,1,1,2,1,5,0,Y,0,0,0,0,0,0,0,9,2008,Normal,106000.0
8521,Pave,Lvl,Gtl,1Fam,1Story,5,5,1967,1967,TA,TA,CBlock,GasA,TA,Y,912,0,0,912,1,0,3,1,5,1,Y,0,0,0,0,0,0,0,5,2010,Normal,125000.0
3182,Pave,Lvl,Gtl,TwnhsE,1Story,7,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1555,0,0,1555,2,0,2,1,7,1,Y,143,20,0,0,0,0,0,5,2009,Normal,192500.0
8760,Pave,Lvl,Gtl,1Fam,1Story,6,6,1959,1959,TA,TA,CBlock,GasA,TA,Y,1194,0,0,1194,1,0,3,1,6,0,Y,0,0,120,0,0,0,0,4,2010,Normal,148000.0
15138,Pave,Lvl,Gtl,1Fam,2Story,8,5,1995,1996,Gd,TA,PConc,GasA,Ex,Y,1490,1304,0,2794,2,1,4,1,9,1,Y,0,146,202,0,0,0,0,7,2009,Normal,403000.0
1680,Pave,Lvl,Gtl,Twnhs,2Story,6,5,1972,1972,TA,TA,CBlock,GasA,TA,Y,483,504,0,987,1,1,2,1,5,1,Y,0,0,0,0,0,0,0,6,2006,Normal,94500.0
10650,Pave,Lvl,Gtl,1Fam,1Story,5,6,1976,1976,TA,TA,CBlock,GasA,TA,Y,894,0,0,894,1,0,3,1,5,0,Y,365,0,0,0,0,0,0,2,2010,Normal,128200.0
7851,Pave,Lvl,Gtl,1Fam,2Story,6,5,2002,2002,Gd,TA,PConc,GasA,Ex,Y,860,1100,0,1960,2,1,4,1,8,2,Y,288,48,0,0,0,0,0,5,2010,Normal,216500.0
1680,Pave,Lvl,Gtl,TwnhsE,2Story,6,3,1971,1971,TA,TA,CBlock,GasA,TA,Y,483,504,0,987,1,1,2,1,5,0,Y,0,0,0,0,0,0,0,8,2008,Normal,89500.0
8773,Pave,Lvl,Gtl,1Fam,1Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,1414,0,0,1414,2,0,3,1,6,0,Y,132,105,0,0,0,0,0,5,2010,Normal,185500.0
9453,Pave,Lvl,Gtl,1Fam,2Story,7,7,1993,2003,Gd,TA,PConc,GasA,Ex,Y,1014,730,0,1744,2,1,3,1,7,0,Y,370,70,0,238,0,0,0,2,2010,Normal,194500.0
12030,Pave,Lvl,Gtl,1Fam,1Story,8,5,2007,2007,Ex,TA,PConc,GasA,Ex,Y,1694,0,0,1694,2,0,3,1,7,0,Y,168,228,0,0,0,0,0,12,2007,Partial,318000.0
8741,Pave,Lvl,Gtl,1Fam,1.5Fin,6,4,1945,1950,TA,TA,CBlock,GasA,TA,Y,798,689,0,1487,1,1,3,1,7,1,Y,0,140,0,0,0,0,0,4,2010,Normal,113000.0
9000,Pave,Lvl,Gtl,1Fam,1Story,8,5,2008,2008,Gd,TA,PConc,GasA,Ex,Y,1566,0,0,1566,2,0,3,1,7,0,Y,144,168,0,0,0,0,0,4,2010,Normal,262500.0
3880,Pave,Lvl,Gtl,1Fam,1Story,5,9,1945,1997,TA,Gd,CBlock,GasA,Gd,Y,866,0,0,866,1,0,2,1,4,0,Y,58,42,0,0,0,0,0,8,2007,Normal,110500.0
5000,Pave,Lvl,Gtl,1Fam,1.5Fin,5,4,1900,1950,TA,TA,BrkTil,GasA,Gd,N,889,551,0,1440,1,0,3,1,6,0,Y,0,0,77,0,0,0,0,4,2006,Normal,79000.0
10762,Pave,Lvl,Gtl,TwnhsE,2Story,6,6,1980,1980,TA,TA,CBlock,GasA,TA,Y,626,591,0,1217,1,1,3,1,6,1,Y,0,28,0,0,0,0,0,4,2009,Normal,120000.0
