Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
92,20,8500,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1235,0,0,1235,1,0,2,1,6,0,Y,0,0,0,0,0,0,0,12,2006,Abnorml,98600.0
93,30,13360,Pave,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,TA,Gd,BrkTil,GasA,Ex,Y,964,0,0,964,1,0,2,1,5,0,Y,0,0,44,0,0,0,0,8,2009,Normal,163500.0
94,190,7200,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,TA,TA,BrkTil,GasW,Ex,N,1260,1031,0,2291,2,0,4,2,9,1,Y,0,0,0,0,99,0,0,11,2007,Normal,133900.0
95,60,9337,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,TA,Gd,PConc,GasA,Ex,Y,905,881,0,1786,2,1,3,1,7,0,Y,0,162,0,0,0,0,0,5,2007,Normal,204750.0
96,60,9765,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,Ex,Gd,PConc,GasA,Gd,Y,680,790,0,1470,2,1,3,1,6,1,Y,232,63,0,0,0,0,480,4,2009,Normal,185000.0
97,20,10264,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1588,0,0,1588,2,0,3,1,6,0,Y,158,29,0,0,0,0,0,8,2006,Normal,214000.0
98,20,10921,Pave,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,960,0,0,960,1,0,3,1,6,0,P,120,0,0,0,0,0,0,5,2007,Normal,94750.0
99,30,10625,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Fa,N,835,0,0,835,1,0,2,1,5,0,Y,0,0,77,0,0,0,400,5,2010,Abnorml,83000.0
100,20,9320,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,1225,0,0,1225,1,1,3,1,6,0,Y,352,0,0,0,0,0,400,1,2010,Normal,128950.0
101,20,10603,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,1610,0,0,1610,2,0,3,1,6,2,Y,168,68,0,0,0,0,0,2,2010,Normal,205000.0
102,60,9206,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,Gd,TA,CBlock,GasA,TA,Y,977,755,0,1732,2,1,3,1,7,1,Y,192,46,0,0,0,0,0,6,2010,Normal,178000.0
103,90,7018,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,TA,Fa,Slab,GasA,TA,Y,1535,0,0,1535,2,0,4,2,8,0,Y,0,0,0,0,0,0,0,6,2009,Alloca,118964.0
104,20,10402,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1226,0,0,1226,2,0,3,1,6,0,Y,0,36,0,0,0,0,0,5,2010,Normal,198900.0
105,50,7758,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,TA,Fa,PConc,GasA,Ex,Y,1226,592,0,1818,1,1,4,1,7,2,Y,0,0,0,0,184,0,0,6,2007,Normal,169500.0
106,60,9375,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1053,939,0,1992,2,1,3,1,9,1,Y,140,45,0,0,0,0,0,8,2008,Normal,250000.0
107,30,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,TA,TA,BrkTil,GasA,Gd,Y,1047,0,0,1047,1,0,2,1,6,0,N,0,0,0,0,0,0,450,8,2007,Normal,100000.0
108,20,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,789,0,0,789,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,4,2008,Partial,115000.0
109,50,8500,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,TA,TA,CBlock,GasW,TA,N,997,520,0,1517,2,0,3,1,7,0,N,0,0,144,0,0,0,0,8,2007,Normal,115000.0
110,20,11751,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,1844,0,0,1844,2,0,3,1,7,1,Y,0,122,0,0,0,0,0,1,2010,Normal,190000.0
111,50,9525,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1216,639,0,1855,2,0,4,1,7,0,Y,182,0,0,0,0,0,0,10,2006,Normal,136900.0
112,80,7750,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,774,656,0,1430,2,1,3,1,7,1,Y,180,0,0,0,0,0,0,4,2010,Normal,180000.0
113,60,9965,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1282,1414,0,2696,2,1,4,1,10,1,Y,120,184,0,0,168,0,0,10,2007,Partial,383970.0
114,20,21000,Pave,Reg,Bnk,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,TA,Gd,CBlock,GasA,TA,Y,2259,0,0,2259,2,0,3,1,7,2,Y,166,120,192,0,0,0,0,10,2007,Abnorml,217000.0
115,70,7259,Pave,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,TA,TA,CBlock,GasA,Ex,Y,1436,884,0,2320,2,1,3,1,9,1,Y,224,0,0,0,0,0,0,7,2007,Normal,259500.0
116,160,3230,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,729,729,0,1458,2,1,2,1,5,1,Y,0,32,0,0,0,0,0,6,2007,Normal,176000.0
117,20,11616,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1092,0,0,1092,1,0,3,1,6,1,Y,0,20,144,0,0,0,0,9,2009,Normal,139000.0
118,20,8536,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,1125,0,0,1125,1,1,2,1,5,0,Y,80,64,0,0,0,0,0,4,2007,Partial,155000.0
119,60,12376,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,TA,TA,PConc,GasA,Gd,Y,1699,1523,0,3222,3,0,5,1,11,2,Y,367,0,0,0,0,0,0,5,2010,Normal,320000.0
120,60,8461,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,728,728,0,1456,2,1,3,1,8,1,Y,0,24,0,0,0,0,0,7,2006,Partial,163990.0
121,80,21453,Pave,IR1,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,TA,TA,CBlock,GasA,Ex,Y,988,0,0,988,1,0,1,1,4,2,Y,0,130,0,130,0,0,0,10,2006,Normal,180000.0
122,50,6060,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,772,351,0,1123,1,0,3,1,4,0,P,0,0,140,0,0,0,0,6,2007,Normal,100000.0
123,20,9464,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,TA,Gd,CBlock,GasA,Gd,Y,1080,0,0,1080,1,0,3,1,5,0,Y,0,0,0,0,130,0,0,6,2008,Normal,136000.0
124,120,7892,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1199,0,0,1199,2,0,2,1,5,0,Y,0,63,0,0,0,0,0,3,2008,Normal,153900.0
125,20,17043,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,1586,0,0,1586,2,0,3,1,7,1,Y,192,0,0,0,0,0,0,1,2009,Normal,181000.0
126,190,6780,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,TA,Fa,CBlock,GasA,Gd,N,520,0,234,754,1,0,2,1,5,0,N,53,0,0,0,0,0,0,6,2006,Normal,84500.0
127,120,4928,Pave,IR1,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,958,0,0,958,2,0,2,1,5,1,Y,0,205,0,0,0,0,0,2,2007,Normal,128000.0
128,45,4388,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,TA,Gd,BrkTil,GasA,Ex,Y,840,0,0,840,1,0,3,1,5,1,N,0,0,0,0,0,0,0,6,2007,Normal,87000.0
129,60,7590,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,660,688,0,1348,1,1,3,1,6,1,Y,188,108,0,0,0,0,0,7,2006,Normal,155000.0
130,20,8973,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1053,0,0,1053,1,1,3,1,6,0,Y,0,80,0,180,0,0,0,7,2006,Abnorml,150000.0
131,60,14200,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1216,941,0,2157,2,1,4,1,8,2,Y,105,66,0,0,0,0,0,5,2006,Normal,226000.0
132,60,12224,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1022,1032,0,2054,2,1,3,1,7,1,Y,24,48,0,0,0,0,0,7,2009,Normal,244000.0
133,20,7388,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1327,0,0,1327,1,0,3,1,7,0,Y,0,0,0,0,0,0,0,7,2007,Normal,150750.0
134,20,6853,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1296,0,0,1296,2,0,2,1,6,0,Y,192,25,0,0,0,0,0,6,2009,Normal,220000.0
135,20,10335,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1721,0,0,1721,2,1,3,1,7,1,Y,0,96,180,0,0,0,0,7,2006,Normal,180000.0
136,20,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,TA,TA,PConc,GasA,Gd,Y,1682,0,0,1682,2,0,3,1,7,1,Y,98,0,0,0,0,0,0,5,2008,Normal,174000.0
137,20,10355,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1214,0,0,1214,2,0,3,1,5,1,Y,0,111,0,0,0,0,0,7,2007,Normal,143000.0
138,90,11070,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1959,0,0,1959,3,0,5,2,9,0,Y,0,0,0,0,0,0,0,7,2006,Family,171000.0
139,60,9066,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1004,848,0,1852,2,1,3,1,7,2,Y,224,106,0,0,0,0,0,12,2008,Normal,230000.0
140,60,15426,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,928,836,0,1764,2,1,3,1,7,0,Y,276,99,0,0,0,0,0,8,2009,Normal,231500.0
141,20,10500,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,864,0,0,864,1,0,3,1,5,1,Y,0,0,0,0,0,0,0,4,2010,Normal,115000.0
142,20,11645,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1734,0,0,1734,2,0,3,1,7,0,Y,160,24,0,0,0,0,0,1,2006,Normal,260000.0
143,50,8520,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,TA,Fa,CBlock,GasA,Fa,Y,910,475,0,1385,2,0,4,1,6,0,Y,0,0,0,0,0,0,0,6,2010,Normal,166000.0
144,20,10335,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1501,0,0,1501,2,0,3,1,6,0,Y,144,29,0,0,0,0,0,6,2009,Normal,204000.0
145,90,9100,Pave,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1728,0,0,1728,2,0,6,2,10,0,Y,0,0,0,0,0,0,0,11,2006,Abnorml,125000.0
146,160,2522,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,970,739,0,1709,2,0,3,1,7,0,Y,0,40,0,0,0,0,0,4,2006,Normal,130000.0
147,30,6120,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,875,0,0,875,1,0,2,1,5,0,Y,48,0,0,0,0,0,0,11,2009,Normal,105000.0
148,60,9505,Pave,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,884,1151,0,2035,2,1,3,1,8,1,Y,144,48,0,0,0,0,0,5,2010,Normal,222500.0
149,20,7500,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1080,0,0,1080,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,4,2008,Normal,141000.0
150,50,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,896,448,0,1344,1,0,3,1,7,0,Y,200,114,0,0,0,0,0,4,2006,Normal,115000.0
151,20,10356,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,969,0,0,969,1,1,3,1,5,0,Y,0,0,0,0,0,0,0,1,2007,Normal,122000.0
152,20,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1710,0,0,1710,2,0,2,1,6,1,Y,0,102,0,0,0,0,0,1,2008,Partial,372402.0
153,60,14803,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1097,896,0,1993,2,1,4,1,8,1,Y,0,66,0,0,0,0,0,6,2006,Normal,190000.0
154,20,13500,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,TA,TA,CBlock,GasA,Gd,Y,1252,0,0,1252,1,0,1,1,4,1,Y,409,0,0,0,0,0,0,3,2008,Normal,235000.0
155,30,11340,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,1200,0,0,1200,1,0,4,1,7,0,Y,0,0,228,0,0,0,0,3,2006,Family,125000.0
156,50,9600,Pave,Reg,Lvl,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,TA,TA,BrkTil,Grav,Fa,N,572,524,0,1096,1,0,2,1,5,0,N,0,8,128,0,0,0,0,4,2008,Normal,79000.0
157,20,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1040,0,0,1040,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,6,2006,Normal,109500.0
158,60,12003,Pave,Reg,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,774,1194,0,1968,2,1,4,1,8,1,Y,0,75,0,0,0,0,0,5,2010,Partial,269500.0
159,60,12552,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,991,956,0,1947,2,1,3,1,8,1,Y,0,136,0,0,0,0,0,5,2010,Normal,254900.0
160,60,19378,Pave,IR1,HLS,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1392,1070,0,2462,2,1,4,1,9,1,Y,239,132,0,168,0,0,0,3,2006,Partial,320000.0
161,20,11120,Pave,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,1232,0,0,1232,2,0,3,1,6,0,Y,0,0,0,0,0,0,0,6,2008,Normal,162500.0
162,60,13688,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1572,1096,0,2668,2,1,3,1,10,2,Y,400,0,0,0,0,0,0,3,2008,Normal,412500.0
163,20,12182,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1541,0,0,1541,2,0,3,1,7,1,Y,0,70,0,0,0,0,0,5,2010,Partial,220000.0
164,45,5500,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,882,0,0,882,1,0,1,1,4,0,Y,0,0,0,0,0,0,0,4,2007,Normal,103200.0
165,40,5400,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,TA,Gd,BrkTil,GasA,Gd,Y,1149,467,0,1616,2,0,3,1,5,0,Y,0,0,183,0,0,0,0,10,2007,Normal,152000.0
166,190,10106,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,TA,Gd,BrkTil,GasA,Gd,Y,808,547,0,1355,2,0,4,2,6,0,Y,140,0,0,0,0,0,0,9,2008,Normal,127500.0
167,20,10708,Pave,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Gd,TA,CBlock,GasA,Ex,Y,1867,0,0,1867,1,0,2,1,7,3,Y,476,0,0,0,142,0,0,11,2009,Normal,190000.0
168,60,10562,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1610,551,0,2161,1,1,3,1,8,1,Y,178,120,0,0,0,0,0,11,2007,Partial,325624.0
169,60,8244,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,840,880,0,1720,2,1,3,1,7,1,Y,100,48,0,0,0,0,0,5,2007,Normal,183500.0
170,20,16669,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Gd,TA,CBlock,GasA,TA,Y,1707,0,0,1707,2,1,2,1,6,1,Y,574,64,0,0,0,0,0,1,2006,Normal,228000.0
171,50,12358,Pave,IR1,Lvl,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,854,0,528,1382,1,1,2,1,7,0,Y,237,0,0,0,0,0,0,5,2007,Normal,128500.0
172,20,31770,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,TA,TA,CBlock,GasA,Fa,Y,1656,0,0,1656,1,0,3,1,7,2,P,210,62,0,0,0,0,0,5,2010,Normal,215000.0
173,160,5306,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,Gd,Gd,PConc,GasA,Gd,Y,1064,703,0,1767,2,0,2,1,5,1,Y,441,35,0,0,0,0,0,6,2006,Normal,239000.0
174,20,10197,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1362,0,0,1362,1,1,3,1,6,1,Y,0,20,0,0,0,0,0,6,2008,Normal,163000.0
175,20,12416,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1651,0,0,1651,2,0,3,1,7,1,Y,192,0,0,0,0,0,0,11,2008,Normal,184000.0
176,20,12615,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,2158,0,0,2158,2,0,4,1,7,1,Y,0,29,39,0,0,0,0,6,2007,Normal,243000.0
177,60,10029,Pave,IR1,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Gd,TA,PConc,GasA,TA,Y,1164,896,0,2060,2,1,4,1,8,1,Y,0,228,0,0,192,0,0,9,2007,Normal,211000.0
178,50,13650,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,Gd,Gd,CBlock,GasA,Ex,Y,1252,668,0,1920,2,0,4,1,8,1,Y,0,0,0,0,0,0,0,7,2006,Normal,172500.0
179,20,17423,Pave,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,2234,0,0,2234,2,0,1,1,9,1,Y,0,60,0,0,0,0,0,7,2009,Partial,501837.0
180,30,8520,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Gd,TA,CBlock,GasA,TA,Y,968,0,0,968,1,0,2,1,5,0,N,0,0,184,0,0,0,0,7,2007,Normal,100000.0
181,160,2117,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,769,756,0,1525,2,1,3,1,5,1,Y,0,0,0,0,0,0,0,6,2007,Normal,177000.0
182,70,7588,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,901,901,0,1802,1,1,4,1,9,1,Y,0,0,40,0,0,0,0,7,2006,Normal,200100.0
183,20,9060,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,1340,0,0,1340,1,0,3,1,7,1,Y,116,0,0,180,0,0,0,6,2007,Normal,120000.0
184,50,11426,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1362,720,0,2082,2,1,3,1,6,0,N,280,238,0,0,0,0,0,6,2008,Normal,200000.0
